target_id	length	eff_length	est_counts	tpm
Appl-PB	2673	2478.75	1.85384	0.0161888
Appl-PC	2493	2298.75	0	0
Appl-PD	2667	2472.75	0	0
Appl-PE	2652	2457.75	0	0
Appl-PF	2667	2472.75	11.1462	0.0975709
CG13369-PA	915	720.749	375	11.2622
CG17829-PA	1404	1209.75	14.5	0.259447
CG17829-PC	1347	1152.75	0	0
CG17829-PB	1404	1209.75	14.5	0.259447
Mybbp1A-PA	3402	3207.75	100	0.6748
su(sable)-PA	3978	3783.75	329	1.88213
su(sable)-PB	3966	3771.75	0	0
su(sable)-PC	3978	3783.75	329	1.88213
CG13367-PA	1227	1032.75	52	1.08989
Roc1a-PC	411	227.474	0	0
Roc1a-PA	327	154.119	372.5	52.3172
Roc1a-PD	327	154.119	372.5	52.3172
CG5254-PA	921	726.749	72	2.14449
CG5254-PB	714	520.588	0	0
CG5273-PA	1410	1215.75	48.6667	0.866489
CG5273-PC	1410	1215.75	48.6667	0.866489
CG5273-PB	1410	1215.75	48.6667	0.866489
fz3-PA	1746	1551.75	109.22	1.52355
fz3-PB	1941	1746.75	8.56012	0.106078
fz3-PC	1746	1551.75	109.22	1.52355
CG16989-PC	3138	2943.75	89	0.654432
CG16989-PD	3138	2943.75	89	0.654432
CG14635-PA	360	182.175	0	0
CG13358-PD	906	711.749	1	0.0304122
CG13359-PA	1482	1287.75	0	0
Rbf-PA	2538	2343.75	56	0.517193
CG13360-PA	1266	1071.75	21	0.424132
RpL22-PA	900	705.749	6003.89	184.144
CG13361-PA	1437	1242.75	0	0
CG13362-PA	969	774.749	19	0.530845
Hmt4-20-PA	3903	3708.75	98	0.571971
Hmt4-20-PB	3903	3708.75	98	0.571971
RpL36-PA	348	172.047	875.6	110.163
RpL36-PB	348	172.047	875.6	110.163
RpL36-PD	348	172.047	875.6	110.163
RpL36-PC	348	172.047	875.6	110.163
RpL36-PE	348	172.047	875.6	110.163
CG13364-PA	195	53.1697	539	219.432
CG13365-PA	345	169.34	79	10.0982
spdi-PA	2853	2658.75	42.1085	0.342821
spdi-PB	3285	3090.75	62.0058	0.434254
spdi-PC	3285	3090.75	62.0058	0.434254
spdi-PD	2850	2655.75	25.8669	0.21083
spdi-PE	2853	2658.75	42.1085	0.342821
spdi-PF	3285	3090.75	62.0058	0.434254
spdi-PG	2829	2634.75	10.8988	0.0895396
CG14634-PB	282	117.381	0	0
CG11664-PA	765	571.314	604	22.8843
CG11663-PA	459	272.053	7.5	0.596737
CG11663-PB	459	272.053	7.5	0.596737
MED22-PA	432	247.006	42	3.68059
CG32815-PC	1149	954.749	0.5	0.0113359
CG32815-PD	1149	954.749	0.5	0.0113359
TRAM-PB	1107	912.749	608	14.4187
TRAM-PA	1107	912.749	608	14.4187
TRAM-PC	1107	912.749	608	14.4187
TRAM-PD	1107	912.749	608	14.4187
TRAM-PE	1107	912.749	608	14.4187
mus81-PA	1281	1086.75	6	0.119508
CG18823-PA	321	149.249	1	0.145032
CG14631-PA	399	216.807	0	0
CG3021-PA	1170	975.749	59	1.30885
CG14629-PA	960	765.749	41	1.15897
CG14628-PA	426	241.482	3	0.268913
CG3655-PA	1692	1497.75	1.33333	0.0192697
CG3655-PB	1692	1497.75	1.33333	0.0192697
CG3655-PC	1791	1596.75	0	0
CG3655-PD	1692	1497.75	1.33333	0.0192697
Cdc45-PA	1728	1533.75	28	0.395166
CG11638-PA	1164	969.749	10	0.223211
TfIIA-S-2-PA	324	151.638	1	0.142747
CG3690-PA	1677	1482.75	6	0.0875909
CG3690-PB	1677	1482.75	6	0.0875909
CG3699-PA	756	562.371	55	2.11697
CG3703-PA	2136	1941.75	12	0.133771
CG3704-PA	1149	954.749	86	1.94978
CG3706-PA	1335	1140.75	23	0.436428
CG3708-PB	1089	894.749	1	0.0241921
CG3713-PA	252	93.8529	0	0
CG3713-PB	252	93.8529	0	0
CG32814-PB	735	541.48	0	0
CG11378-PA	939	744.749	11.6667	0.339088
CG11378-PB	939	744.749	11.6667	0.339088
CG11378-PC	939	744.749	11.6667	0.339088
CG11379-PA	606	413.75	2.5	0.130791
CG11379-PB	606	413.75	2.5	0.130791
CG14627-PA	813	619.073	0	0
CG14627-PB	813	619.073	0	0
CG14626-PA	1029	834.749	0	0
CG11380-PA	1710	1515.75	0	0
CG11380-PB	1710	1515.75	0	0
CG14625-PB	2271	2076.75	1	0.010423
CG11381-PA	1311	1116.75	0	0
CG14624-PA	693	499.845	0	0
CG11382-PB	1518	1323.75	10	0.16352
CG11382-PC	1518	1323.75	10	0.16352
CG32812-PA	678	484.945	0.5	0.0223179
CG32812-PB	678	484.945	0.5	0.0223179
fs(1)N-PA	6357	6162.75	2	0.00702475
Naa30A-PA	1134	939.749	102	2.34944
Naa30A-PD	1077	882.749	0	0
Tsp2A-PA	735	541.48	16	0.639606
Tsp2A-PB	735	541.48	16	0.639606
CG11417-PA	2316	2121.75	89	0.90797
CG14770-PA	456	269.246	1	0.0803945
ssx-PB	1332	1137.75	81.6657	1.5537
ssx-PC	504	314.861	22.0787	1.51785
ssx-PD	1458	1263.75	131.59	2.25391
ssx-PE	1332	1137.75	81.6657	1.5537
AMPKalpha-PA	1749	1554.75	111.667	1.55467
AMPKalpha-PB	1749	1554.75	111.667	1.55467
AMPKalpha-PC	1749	1554.75	111.667	1.55467
CG32813-PD	1719	1524.75	0	0
CG32813-PB	1719	1524.75	0	0
CG32813-PL	1719	1524.75	0	0
CG32813-PM	1719	1524.75	0	0
CG32813-PN	1719	1524.75	0	0
CG32813-PH	1746	1551.75	0	0
CG32813-PI	1719	1524.75	0	0
CG32813-PJ	1719	1524.75	0	0
CG32813-PK	1719	1524.75	0	0
CG32813-PO	2100	1905.75	252	2.86227
Rilpl-PA	1332	1137.75	33.2857	0.633266
Rilpl-PB	1347	1152.75	0	0
Rilpl-PC	1461	1266.75	126.714	2.16526
Lrpprc2-PA	3219	3024.75	106	0.758563
CG14785-PA	1413	1218.75	11	0.195368
CG3719-PA	483	294.82	64	4.69893
png-PA	876	681.818	1	0.0317473
CG12773-PA	2139	1944.75	48.1248	0.53565
CG12773-PC	2139	1944.75	48.1248	0.53565
CG12773-PB	2136	1941.75	236.75	2.6392
MTPAP-PA	1839	1644.75	10.1535	0.133626
MTPAP-PB	867	672.818	6.69301	0.215327
MTPAP-PC	1839	1644.75	10.1535	0.133626
CG11409-PB	3840	3645.75	2	0.0118746
CG11409-PC	3840	3645.75	2	0.0118746
DAAM-PB	3462	3267.75	0	0
DAAM-PA	3345	3150.75	0	0
DAAM-PG	3462	3267.75	0	0
DAAM-PE	3462	3267.75	0	0
DAAM-PF	3462	3267.75	0	0
DAAM-PD	4392	4197.75	6	0.0309393
CG32811-PB	234	80.6148	0	0
Atf3-PA	1842	1647.75	0	0
Atf3-PB	2067	1872.75	233.927	2.70381
Atf3-PC	1842	1647.75	0	0
CG11403-PA	2586	2391.75	8	0.0724019
CG11398-PA	990	795.749	7	0.190413
CG11398-PD	990	795.749	7	0.190413
CG11384-PA	1767	1572.75	0	0
eIF4E7-PA	1290	1095.75	5	0.0987721
CG14777-PB	591	399.077	11.6	0.629183
CG14777-PD	591	399.077	11.6	0.629183
CG14777-PE	591	399.077	11.6	0.629183
CG14777-PC	591	399.077	11.6	0.629183
CG14777-PF	591	399.077	11.6	0.629183
CG14778-PA	561	369.999	20	1.17005
CG14780-PA	909	714.749	0	0
rush-PA	951	756.749	107.5	3.07491
rush-PB	951	756.749	107.5	3.07491
inc-PB	636	443.409	22.3333	1.09025
inc-PD	636	443.409	22.3333	1.09025
inc-PC	636	443.409	22.3333	1.09025
dor-PA	3009	2814.75	218	1.67646
hfw-PA	1836	1641.75	157	2.06999
hfw-PB	1836	1641.75	157	2.06999
CG14797-PB	591	399.077	0	0
CG14797-PC	666	473.137	0	0
b6-PA	1677	1482.75	1	0.0145985
Scgdelta-PA	1215	1020.75	0.75	0.0159044
Scgdelta-PC	1215	1020.75	0.75	0.0159044
Scgdelta-PD	1215	1020.75	0.75	0.0159044
Scgdelta-PE	1215	1020.75	0.75	0.0159044
CG3795-PA	918	723.749	0.5	0.014954
CG3795-PB	918	723.749	0.5	0.014954
a6-PA	1230	1035.75	7.66667	0.160224
a6-PB	1230	1035.75	7.66667	0.160224
a6-PC	1230	1035.75	7.66667	0.160224
CG3740-PA	423	238.679	103	9.34109
Mur2B-PA	5388	5193.75	26.8616	0.111951
Mur2B-PC	5388	5193.75	26.8616	0.111951
Mur2B-PB	3435	3240.75	37.2768	0.248982
CG14795-PB	351	174.602	0	0
sta-PA	813	619.073	2787.25	97.4562
sta-PB	813	619.073	2787.25	97.4562
sta-PE	813	619.073	2787.25	97.4562
sta-PF	813	619.073	2787.25	97.4562
Rab27-PB	711	517.64	0	0
Rab27-PC	693	499.845	0	0
CG32808-PA	855	660.818	15	0.491343
O-fut2-PA	1473	1278.75	203	3.43626
CG14787-PA	783	589.314	2	0.0734613
CG32806-PA	618	425.583	2	0.101724
MED18-PA	654	461.23	63.885	2.99818
MED18-PC	153	28.0485	5.11499	3.94739
CG14803-PA	3309	3114.75	0.197612	0.0013733
CG14803-PB	3294	3099.75	28.8024	0.20113
Vps26-PA	1437	1242.75	366	6.37489
CG14805-PA	1521	1326.75	39	0.636284
Coa8-PA	531	341.032	56	3.55442
Coa8-PB	531	341.032	56	3.55442
mRpL16-PA	732	538.588	23.5	0.944466
mRpL16-PB	732	538.588	23.5	0.944466
mip130-PA	2961	2766.75	123	0.962301
Rbcn-3B-PA	4578	4383.75	117.5	0.580186
Rbcn-3B-PB	4578	4383.75	117.5	0.580186
Ocrl-PA	2553	2358.75	73	0.66991
Ocrl-PB	2553	2358.75	73	0.66991
CG11596-PB	1206	1011.75	0	0
CG11596-PC	1371	1176.75	56.0611	1.03122
CG11596-PA	1320	1125.75	46.9389	0.90254
CG11596-PD	1206	1011.75	0	0
CG11596-PE	1206	1011.75	0	0
CG3587-PA	900	705.749	59	1.80958
CG4194-PA	795	601.195	58	2.08828
Rtca-PA	1086	891.749	38.5	0.93453
Rtca-PB	1086	891.749	38.5	0.93453
CG4045-PA	771	577.314	77	2.88705
CG4199-PC	1782	1587.75	192.167	2.61982
CG4199-PD	1782	1587.75	192.167	2.61982
CG4199-PB	1782	1587.75	192.167	2.61982
CG4199-PA	1659	1464.75	0	0
CG4199-PG	1782	1587.75	192.167	2.61982
CG4199-PH	1782	1587.75	192.167	2.61982
CG4199-PI	1782	1587.75	192.167	2.61982
CG14054-PA	618	425.583	7	0.356032
CG4281-PA	2091	1896.75	211	2.40795
Sik2-PA	4197	4002.75	23	0.124378
moody-PA	2013	1818.75	31.1951	0.371269
moody-PB	2013	1818.75	31.1951	0.371269
moody-PC	1902	1707.75	9.60978	0.121805
moody-PD	1902	1707.75	9.60978	0.121805
moody-PE	2013	1818.75	31.1951	0.371269
moody-PF	2013	1818.75	31.1951	0.371269
CG4325-PA	477	289.116	2	0.149739
CG4325-PB	477	289.116	2	0.149739
Actn-PC	2754	2559.75	70.2813	0.594317
Actn-PB	2688	2493.75	149.141	1.29455
Actn-PA	2688	2493.75	48.5127	0.421093
Actn-PD	2688	2493.75	149.141	1.29455
Actn-PF	2694	2499.75	20.9394	0.181319
Actn-PG	2754	2559.75	70.2813	0.594317
Actn-PH	2754	2559.75	70.2813	0.594317
Actn-PI	2688	2493.75	149.141	1.29455
Actn-PJ	2754	2559.75	70.2813	0.594317
usp-PA	1527	1332.75	173	2.80978
usp-PB	1527	1332.75	173	2.80978
PIG-K-PA	1068	873.749	228	5.64837
CG3857-PA	1464	1269.75	36	0.613705
eIF2Bepsilon-PA	2010	1815.75	112	1.33517
eIF2Bepsilon-PB	2010	1815.75	112	1.33517
Edem1-PC	2949	2754.75	108.25	0.850592
Edem1-PB	2949	2754.75	108.25	0.850592
Edem1-PA	2949	2754.75	108.25	0.850592
Edem1-PE	3015	2820.75	0	0
Edem1-PD	2949	2754.75	108.25	0.850592
CG32801-PA	477	289.116	0	0
trr-PC	7233	7038.75	160	0.492039
trr-PD	7296	7101.75	2.36226e-08	7.20009e-11
CG14818-PA	291	124.739	165	28.6323
CG14818-PB	291	124.739	165	28.6323
CG14817-PA	321	149.249	48.5	7.03405
CG14817-PB	321	149.249	48.5	7.03405
Pgam5-PA	870	675.818	1.00378	0.0321501
Pgam5-PB	867	672.818	98.9962	3.1849
Pex5-PA	1845	1650.75	110.05	1.44306
Pex5-PB	1680	1485.75	27.95	0.407204
Gcna-PB	3159	2964.75	0	0
Gcna-PA	3093	2898.75	4	0.0298693
Gcna-PD	3093	2898.75	4	0.0298693
deltaCOP-PA	1599	1404.75	1202.61	18.5311
deltaCOP-PB	1596	1401.75	1058.39	16.3437
Lamtor5-PA	303	134.377	30	4.83252
Lamtor5-PB	303	134.377	30	4.83252
CG14811-PB	714	520.588	0	0
CG4025-PA	741	547.426	172	6.80109
Unc-76-PB	1425	1230.75	16.6667	0.293126
Unc-76-PA	1425	1230.75	16.6667	0.293126
Unc-76-PC	1425	1230.75	16.6667	0.293126
Unc-76-PD	870	675.818	0	0
csw-PA	2526	2331.75	313.023	2.90582
csw-PB	2838	2643.75	242.634	1.98658
csw-PC	2049	1854.75	167.96	1.96018
csw-PD	2685	2490.75	25.384	0.2206
D2hgdh-PB	1602	1407.75	93.3333	1.43512
D2hgdh-PC	1602	1407.75	93.3333	1.43512
D2hgdh-PA	1602	1407.75	93.3333	1.43512
Pgd-PA	1446	1251.75	301	5.20505
Pgd-PB	1446	1251.75	301	5.20505
CG3630-PA	1116	921.749	0	0
CG3630-PB	1044	849.749	11	0.280206
CG3630-PC	1116	921.749	0	0
CG3630-PD	1116	921.749	0	0
ND-B14.5A-PA	312	141.723	102	15.5788
ND-B14.5A-PB	312	141.723	102	15.5788
Cyp4d2-PA	1506	1311.75	55	0.907585
Cyp4d2-PB	1506	1311.75	55	0.907585
Cyp4ae1-PA	1491	1296.75	19	0.317156
pn-PA	1218	1023.75	55	1.16291
CG17776-PA	213	65.661	35	11.5381
CG17776-PB	213	65.661	35	11.5381
CG17777-PB	333	159.096	0	0
CG17777-PC	333	159.096	0	0
CG3457-PA	579	387.392	0	0
CG3457-PB	579	387.392	0	0
Mct1-PA	1881	1686.75	9	0.115496
Mct1-PB	1881	1686.75	9	0.115496
CG14052-PB	492	303.487	0	0
pcx-PE	10254	10059.7	23.0437	0.0495838
pcx-PF	10242	10047.7	78.9782	0.170143
pcx-PC	10242	10047.7	78.9782	0.170143
fs(1)K10-PA	1392	1197.75	55	0.993967
Or2a-PA	1194	999.749	5	0.108257
CG3071-PA	1608	1413.75	30	0.459329
CG2854-PA	1476	1281.75	3	0.0506633
Raf-PA	2220	2025.75	35	0.373988
Raf-PE	2220	2025.75	35	0.373988
CG2841-PB	3705	3510.75	60.6	0.373636
CG2841-PC	3705	3510.75	60.6	0.373636
CG2841-PA	3705	3510.75	60.6	0.373636
CG2841-PD	3705	3510.75	60.6	0.373636
CG2841-PE	3705	3510.75	60.6	0.373636
CG2841-PF	3720	3525.75	0	0
mRpL14-PA	486	297.67	15	1.09077
mRpL14-PB	486	297.67	15	1.09077
Ilp6-PA	324	151.638	1	0.142747
Ilp6-PB	324	151.638	1	0.142747
Ilp6-PC	324	151.638	1	0.142747
Ilp6-PD	324	151.638	1	0.142747
CG14050-PA	780	586.314	2	0.0738372
CG14050-PB	780	586.314	2	0.0738372
CG2865-PA	1305	1110.75	168	3.27392
CG2865-PB	1305	1110.75	168	3.27392
CG2918-PA	2772	2577.75	6063.5	50.9164
CG2918-PB	2772	2577.75	6063.5	50.9164
CG2924-PA	1194	999.749	31.5	0.682016
CG2924-PE	1194	999.749	31.5	0.682016
CG2924-PB	1194	999.749	31.5	0.682016
CG2924-PD	1194	999.749	31.5	0.682016
temp-PA	1197	1002.75	9.5	0.205072
temp-PB	1197	1002.75	9.5	0.205072
CG3078-PA	2232	2037.75	2.46059	0.0261375
CG3078-PB	2235	2040.75	0.539127	0.00571843
CG3078-PC	2250	2055.75	0.000281462	2.96364e-06
CG3078-PD	2298	2103.75	0	0
CG3191-PA	930	735.749	54.5	1.6034
CG3191-PC	930	735.749	54.5	1.6034
crn-PA	2109	1914.75	191	2.15922
kz-PA	3579	3384.75	12	0.0767415
kz-PB	3579	3384.75	12	0.0767415
Vinc-PA	2886	2691.75	132	1.06149
Vinc-PB	2886	2691.75	132	1.06149
Vinc-PC	2886	2691.75	132	1.06149
FarO-PA	1515	1320.75	2	0.0327782
CG14053-PA	693	499.845	0	0
CG14053-PB	693	499.845	0	0
Nmd3-PA	1566	1371.75	129	2.03559
Cyp4d14-PA	1524	1329.75	39	0.634849
Cyp4d14-PB	1533	1338.75	0	0
Cyp4d1-PB	1512	1317.75	0	0
Cyp4d1-PA	1539	1344.75	22	0.354125
wapl-PA	5226	5031.75	98.2057	0.422467
wapl-PB	3279	3084.75	44.5886	0.312881
wapl-PC	5226	5031.75	98.2057	0.422467
bcn92-PA	279	114.907	61	11.491
ph-p-PA	4770	4575.75	135.6	0.641464
ph-p-PB	4041	3846.75	7.68848	0.0432635
ph-p-PC	4041	3846.75	7.68848	0.0432635
ph-p-PD	4041	3846.75	7.68848	0.0432635
ph-d-PA	4614	4419.75	86.0485	0.421426
ph-d-PB	4080	3885.75	27.2863	0.152001
CG16903-PA	1683	1488.75	130	1.89015
AANATL7-PA	687	493.945	736.75	32.2862
AANATL7-PB	687	493.945	736.75	32.2862
AANATL7-PC	687	493.945	736.75	32.2862
AANATL7-PD	687	493.945	736.75	32.2862
wds-PA	1086	891.749	42.5	1.03162
wds-PB	1086	891.749	42.5	1.03162
egh-PC	1374	1179.75	84	1.54122
egh-PB	1374	1179.75	84	1.54122
egh-PD	1374	1179.75	84	1.54122
Seipin-PA	1113	918.749	73	1.71989
brv3-PC	2253	2058.75	22.1371	0.232751
brv3-PB	2160	1965.75	7.86292	0.0865827
Tsp3A-PA	915	720.749	6	0.180195
Tsp3A-PB	915	720.749	6	0.180195
eIF3g1-PA	810	616.073	1059	37.2082
Smyd3-PB	1407	1212.75	53	0.945976
Klp3A-PA	3639	3444.75	8	0.0502699
Klp3A-PB	3639	3444.75	8	0.0502699
CG13760-PC	723	529.588	10.6467	0.435165
CG13760-PD	669	476.089	10.3533	0.470722
Vha36-3-PB	750	556.371	0	0
Vha36-3-PC	750	556.371	0	0
boi-PB	2997	2802.75	0	0
boi-PA	1644	1449.75	8	0.119446
boi-PE	2997	2802.75	0	0
boi-PF	2997	2802.75	0	0
boi-PG	3318	3123.75	0	0
tko-PB	423	238.679	76	6.89246
tko-PC	465	277.605	0	0
gt-PB	1347	1152.75	12	0.225331
CG32797-PA	609	416.625	4	0.207821
CG12496-PA	1062	867.749	0	0
sgg-PD	3204	3009.75	248.751	1.789
sgg-PH	1545	1350.75	57.0494	0.914223
sgg-PI	1545	1350.75	57.0494	0.914223
sgg-PJ	1728	1533.75	8.32442	0.117483
sgg-PG	1491	1296.75	35.4752	0.592167
sgg-PK	1251	1056.75	0	0
sgg-PB	1545	1350.75	57.0494	0.914223
sgg-PA	1728	1533.75	8.32442	0.117483
sgg-PE	1545	1350.75	57.0494	0.914223
sgg-PF	1545	1350.75	57.0494	0.914223
sgg-PC	1545	1350.75	57.0494	0.914223
sgg-PM	2319	2124.75	9.73047	0.0991292
sgg-PN	1251	1056.75	0	0
sgg-PO	1326	1131.75	19.7418	0.377582
sgg-PP	3381	3186.75	0	0
sgg-PQ	3507	3312.75	0.65515	0.00428083
sgg-PR	1794	1599.75	18.7005	0.253033
per-PA	3657	3462.75	101.5	0.634484
per-PB	3657	3462.75	101.5	0.634484
CG2662-PA	1341	1146.75	3	0.0566276
CG2662-PB	1341	1146.75	3	0.0566276
eIF2Bbeta-PA	1059	864.749	195	4.88112
CG2681-PA	1881	1686.75	32	0.410653
CG2694-PA	2478	2283.75	0.255003	0.00241698
CG2694-PB	2022	1827.75	20.7375	0.245592
CG2694-PD	2469	2274.75	15.0075	0.142808
fs(1)Yb-PA	3129	2934.75	4	0.0295029
fs(1)Ya-PA	2091	1896.75	44	0.502132
dwg-PA	1779	1584.75	42	0.573673
CG2712-PA	1506	1311.75	14	0.231022
CG12498-PA	786	592.314	1	0.0365446
w-PA	2064	1869.75	18	0.208384
CG32795-PA	1164	969.749	35.8	0.799096
CG32795-PB	1164	969.749	35.8	0.799096
CG32795-PC	1164	969.749	35.8	0.799096
CG32795-PD	1164	969.749	35.8	0.799096
CG32795-PE	1164	969.749	35.8	0.799096
Syx4-PA	1002	807.749	24.8609	0.666217
Syx4-PB	774	580.314	32.1391	1.1988
crm-PB	2949	2754.75	13.5	0.106078
crm-PA	2949	2754.75	13.5	0.106078
CG2701-PA	2208	2013.75	309	3.32146
CG2685-PA	1659	1464.75	78	1.15267
CG2680-PB	918	723.749	19	0.568252
Ugalt-PA	1074	879.749	268.397	6.60381
Ugalt-PB	1107	912.749	152.206	3.60957
Ugalt-PC	1074	879.749	268.397	6.60381
Spg7-PA	2460	2265.75	115	1.09866
Spg7-PC	2460	2265.75	115	1.09866
dyw-PA	783	589.314	4	0.146923
CG2652-PA	708	514.692	2	0.0841121
HLH3B-PA	1131	936.749	1	0.0231075
N-PA	8112	7917.75	12.6098	0.0344732
N-PB	8112	7917.75	12.6098	0.0344732
CG3939-PA	408	224.801	40.5	3.89972
CG3939-PB	408	224.801	40.5	3.89972
dnc-PA	2106	1911.75	0	0
dnc-PE	1929	1734.75	0	0
dnc-PN	2952	2757.75	59.8328	0.469635
dnc-PG	2445	2250.75	14.3664	0.138164
dnc-PF	1989	1794.75	0	0
dnc-PL	1566	1371.75	79.3386	1.25195
dnc-PB	3630	3435.75	25.2349	0.158985
dnc-PI	3213	3018.75	0	0
dnc-PC	3174	2979.75	0	0
dnc-PJ	3213	3018.75	0	0
dnc-PD	3207	3012.75	43.1286	0.309869
dnc-PP	1929	1734.75	0	0
dnc-PQ	2112	1917.75	83.4319	0.941707
dnc-PR	2112	1917.75	83.4319	0.941707
dnc-PS	3630	3435.75	25.2349	0.158985
dnc-PT	2148	1953.75	0	0
dnc-PU	2148	1953.75	0	0
ng1-PA	324	151.638	0	0
Sgs4-PC	864	669.818	0	0
CG10801-PA	1677	1482.75	0	0
CG10801-PB	1584	1389.75	0	0
CG12206-PA	1749	1554.75	1	0.0139224
CG12206-PB	1749	1554.75	1	0.0139224
CG12206-PC	1749	1554.75	1	0.0139224
CG16781-PA	1152	957.749	0	0
CG16781-PB	1161	966.749	0	0
CG16782-PA	603	410.833	4	0.210751
CG14269-PA	573	381.508	0	0
CG14269-PB	573	381.508	0	0
CG12535-PB	618	425.583	0	0
CG12535-PF	618	425.583	0	0
CG12535-PC	618	425.583	0	0
CG12535-PD	618	425.583	0	0
CG12535-PE	618	425.583	0	0
CG10793-PA	1440	1245.75	3	0.0521274
Pig1-PB	519	329.437	0	0
ng4-PA	174	40.0071	0	0
ng3-PB	441	255.261	0	0
ng2-PA	339	164.273	0	0
CG14265-PB	360	182.175	0	0
Fcp3C-PA	849	654.818	0	0
CG18508-PA	300	131.961	54	8.85774
CG18508-PB	300	131.961	54	8.85774
CG3526-PA	690	496.945	0	0
CG3526-PC	666	473.137	0	0
CG32793-PA	2481	2286.75	0	0
CG3592-PA	750	556.371	0	0
CG3598-PA	819	625.073	0	0
CG14420-PA	882	687.818	0	0
CG14421-PA	717	523.588	0	0
CG14422-PA	885	690.749	0	0
CG14423-PA	918	723.749	1	0.029908
CG17959-PA	447	260.786	0	0
CG3603-PA	750	556.371	33	1.28388
CG3603-PB	750	556.371	33	1.28388
kirre-PB	2871	2676.75	0.714286	0.00577617
kirre-PA	2871	2676.75	0.714286	0.00577617
kirre-PC	2871	2676.75	0.714286	0.00577617
kirre-PD	2871	2676.75	0.714286	0.00577617
kirre-PE	2871	2676.75	0.714286	0.00577617
kirre-PF	2871	2676.75	0.714286	0.00577617
kirre-PG	2871	2676.75	0.714286	0.00577617
CG4116-PA	795	601.195	0	0
CG4116-PB	702	508.794	0	0
rst-PA	2295	2100.75	1.5	0.0154558
rst-PB	2295	2100.75	1.5	0.0154558
CG14424-PA	792	598.255	0	0
CG14419-PA	588	396.196	1	0.0546342
CG14418-PA	984	789.749	0	0
CG14418-PB	855	660.818	0	0
CG14417-PA	993	798.749	0	0
CG14416-PA	777	583.314	1	0.0371085
CG10802-PA	1311	1116.75	211	4.0898
CG10802-PB	1239	1044.75	0	0
CG10803-PA	1914	1719.75	0	0
CG10803-PB	1725	1530.75	0	0
CG10803-PC	1725	1530.75	0	0
CG10803-PD	1725	1530.75	0	0
CG10803-PE	1854	1659.75	73	0.952041
CG13021-PA	333	159.096	0	0
CG13021-PB	333	159.096	0	0
ppk8-PG	1299	1104.75	0	0
ppk8-PH	1710	1515.75	0	0
Ilp7-PA	480	291.968	2	0.148276
Mnt-PC	1749	1554.75	1.56127e-05	2.17366e-07
Mnt-PA	1749	1554.75	1.56127e-05	2.17366e-07
Mnt-PI	2373	2178.75	31.3354	0.311318
Mnt-PJ	1752	1557.75	0	0
Mnt-PD	2373	2178.75	94.0745	0.93463
