target_id	length	eff_length	est_counts	tpm
CG3021-PA	1170	993.723	532	3.42772
CG14629-PA	960	783.723	20	0.16339
CG14628-PA	426	251.291	1	0.025479
CG3655-PA	1692	1515.72	0	0
CG3655-PB	1692	1515.72	0	0
CG3655-PC	1791	1614.72	42	0.166537
CG3655-PD	1692	1515.72	0	0
Cdc45-PA	1728	1551.72	140	0.577661
CG11638-PA	1164	987.723	6	0.0388933
TfIIA-S-2-PA	324	155.461	0	0
CG3690-PA	1677	1500.72	0.5	0.00213319
CG3690-PB	1677	1500.72	0.5	0.00213319
CG3699-PA	756	579.723	4	0.0441772
CG3703-PA	2136	1959.72	15	0.0490067
CG3704-PA	1149	972.723	243	1.59947
CG3706-PA	1335	1158.72	1	0.0055256
CG3708-PB	1089	912.723	0	0
CG3713-PA	252	95.7453	0	0
CG3713-PB	252	95.7453	0	0
CG32814-PB	735	558.723	7	0.0802159
CG11378-PA	939	762.723	2.33333	0.019587
CG11378-PB	939	762.723	2.33333	0.019587
CG11378-PC	939	762.723	2.33333	0.019587
CG11379-PA	606	429.723	0.5	0.00744972
CG11379-PB	606	429.723	0.5	0.00744972
CG14627-PA	813	636.723	0	0
CG14627-PB	813	636.723	0	0
CG14626-PA	1029	852.723	2	0.0150169
CG11380-PA	1710	1533.72	0.5	0.00208729
CG11380-PB	1710	1533.72	0.5	0.00208729
CG14625-PB	2271	2094.72	1	0.00305656
CG11381-PA	1311	1134.72	0	0
CG14624-PA	693	516.723	0	0
CG11382-PB	1518	1341.72	0.5	0.00238598
CG11382-PC	1518	1341.72	0.5	0.00238598
CG32812-PA	678	501.723	2	0.0255226
CG32812-PB	678	501.723	2	0.0255226
fs(1)N-PA	6357	6180.72	1	0.0010359
Naa30A-PA	1134	957.723	284	1.89862
Naa30A-PD	1077	900.723	0	0
Tsp2A-PA	735	558.723	6.5	0.0744862
Tsp2A-PB	735	558.723	6.5	0.0744862
CG11417-PA	2316	2139.72	315	0.942567
CG14770-PA	456	280.842	3	0.0683941
ssx-PB	1332	1155.72	23.1848	0.128442
ssx-PC	504	328.156	19.0382	0.371453
ssx-PD	1458	1281.72	736.592	3.67953
ssx-PE	1332	1155.72	23.1848	0.128442
AMPKalpha-PA	1749	1572.72	274.667	1.11818
AMPKalpha-PB	1749	1572.72	274.667	1.11818
AMPKalpha-PC	1749	1572.72	274.667	1.11818
CG32813-PD	1719	1542.72	0	0
CG32813-PB	1719	1542.72	0	0
CG32813-PL	1719	1542.72	0	0
CG32813-PM	1719	1542.72	0	0
CG32813-PN	1719	1542.72	0	0
CG32813-PH	1746	1569.72	0	0
CG32813-PI	1719	1542.72	0	0
CG32813-PJ	1719	1542.72	0	0
CG32813-PK	1719	1542.72	0	0
CG32813-PO	2100	1923.72	339	1.12828
Rilpl-PA	1332	1155.72	119.285	0.66083
Rilpl-PB	1347	1170.72	14.7574	0.0807074
Rilpl-PC	1461	1284.72	403.958	2.01319
Lrpprc2-PA	3219	3042.72	653	1.37407
CG14785-PA	1413	1236.72	36	0.186376
CG3719-PA	483	307.374	356	7.41553
png-PA	876	699.723	2	0.0183005
CG12773-PA	2139	1962.72	598	1.95075
CG12773-PC	2139	1962.72	598	1.95075
CG12773-PB	2136	1959.72	0	0
MTPAP-PA	1839	1662.72	83.8204	0.322767
MTPAP-PB	867	690.723	7.35916	0.0682156
MTPAP-PC	1839	1662.72	83.8204	0.322767
CG11409-PB	3840	3663.72	20	0.0349516
CG11409-PC	3840	3663.72	20	0.0349516
DAAM-PB	3462	3285.72	0	0
DAAM-PA	3345	3168.72	0	0
DAAM-PG	3462	3285.72	0	0
DAAM-PE	3462	3285.72	0	0
DAAM-PF	3462	3285.72	0	0
DAAM-PD	4392	4215.72	18	0.0273376
CG32811-PB	234	81.9827	0	0
Atf3-PA	1842	1665.72	0	0
Atf3-PB	2067	1890.72	164	0.555361
Atf3-PC	1842	1665.72	0	0
CG11403-PA	2586	2409.72	50	0.13285
CG11398-PA	990	813.723	4	0.0314733
CG11398-PD	990	813.723	4	0.0314733
CG11384-PA	1767	1590.72	1	0.00402499
eIF4E7-PA	1290	1113.72	1	0.00574886
CG14777-PB	591	414.723	47.4	0.731777
CG14777-PD	591	414.723	47.4	0.731777
CG14777-PE	591	414.723	47.4	0.731777
CG14777-PC	591	414.723	47.4	0.731777
CG14777-PF	591	414.723	47.4	0.731777
CG14778-PA	561	384.804	14	0.232942
CG14780-PA	909	732.723	5	0.0436907
rush-PA	951	774.723	190.5	1.57437
rush-PB	951	774.723	190.5	1.57437
inc-PB	636	459.723	84	1.16988
inc-PD	636	459.723	84	1.16988
inc-PC	636	459.723	84	1.16988
dor-PA	3009	2832.72	1067	2.41168
hfw-PA	1836	1659.72	427	1.64722
hfw-PB	1836	1659.72	427	1.64722
CG14797-PB	591	414.723	0	0
CG14797-PC	666	489.723	2	0.026148
b6-PA	1677	1500.72	11	0.0469301
Scgdelta-PA	1215	1038.72	2.25	0.0138689
Scgdelta-PC	1215	1038.72	2.25	0.0138689
Scgdelta-PD	1215	1038.72	2.25	0.0138689
Scgdelta-PE	1215	1038.72	2.25	0.0138689
CG3795-PA	918	741.723	0	0
CG3795-PB	918	741.723	0	0
a6-PA	1230	1053.72	61.6667	0.374699
a6-PB	1230	1053.72	61.6667	0.374699
a6-PC	1230	1053.72	61.6667	0.374699
CG3740-PA	423	248.492	505	13.0118
Mur2B-PA	5388	5211.72	14.8858	0.0182873
Mur2B-PC	5388	5211.72	14.8858	0.0182873
Mur2B-PB	3435	3258.72	232.228	0.456276
CG14795-PB	351	179.988	1	0.0355727
sta-PA	813	636.723	8443.5	84.9045
sta-PB	813	636.723	8443.5	84.9045
sta-PE	813	636.723	8443.5	84.9045
sta-PF	813	636.723	8443.5	84.9045
Rab27-PB	711	534.723	0	0
Rab27-PC	693	516.723	0	0
CG32808-PA	855	678.723	20	0.188667
O-fut2-PA	1473	1296.72	1120	5.53006
CG14787-PA	783	606.723	0	0
CG32806-PA	618	441.723	0	0
MED18-PA	654	477.723	253.928	3.40324
MED18-PC	153	29.9656	27.0722	5.78441
CG14803-PA	3309	3132.72	225	0.459854
CG14803-PB	3294	3117.72	0	0
Vps26-PA	1437	1260.72	746	3.7886
CG14805-PA	1521	1344.72	309	1.47124
Coa8-PA	531	354.99	173	3.12025
Coa8-PB	531	354.99	173	3.12025
mRpL16-PA	732	555.723	125.5	1.44592
mRpL16-PB	732	555.723	125.5	1.44592
mip130-PA	2961	2784.72	363	0.83461
Rbcn-3B-PA	4578	4401.72	412.5	0.600013
Rbcn-3B-PB	4578	4401.72	412.5	0.600013
Ocrl-PA	2553	2376.72	129	0.347512
Ocrl-PB	2553	2376.72	129	0.347512
CG11596-PB	1206	1029.72	0	0
CG11596-PC	1371	1194.72	272.821	1.46207
CG11596-PA	1320	1143.72	71.1795	0.398467
CG11596-PD	1206	1029.72	0	0
CG11596-PE	1206	1029.72	0	0
CG3587-PA	900	723.723	134	1.18547
CG4194-PA	795	618.723	33	0.341489
Rtca-PA	1086	909.723	84	0.591193
Rtca-PB	1086	909.723	84	0.591193
CG4045-PA	771	594.723	250	2.69144
CG4199-PC	1782	1605.72	43	0.171458
CG4199-PD	1782	1605.72	43	0.171458
CG4199-PB	1782	1605.72	43	0.171458
CG4199-PA	1659	1482.72	0	0
CG4199-PG	1782	1605.72	43	0.171458
CG4199-PH	1782	1605.72	43	0.171458
CG4199-PI	1782	1605.72	43	0.171458
CG14054-PA	618	441.723	1.13079	0.0163905
CG4281-PA	2091	1914.72	843	2.81891
Sik2-PA	4197	4020.72	169.305	0.269604
moody-PA	2013	1836.72	24.6644	0.0859778
moody-PB	2013	1836.72	24.6644	0.0859778
moody-PC	1902	1725.72	13.1712	0.0488666
moody-PD	1902	1725.72	13.1712	0.0488666
moody-PE	2013	1836.72	24.6644	0.0859778
moody-PF	2013	1836.72	24.6644	0.0859778
CG4325-PA	477	301.465	7.5	0.159288
CG4325-PB	477	301.465	7.5	0.159288
Actn-PC	2754	2577.72	102.612	0.254872
Actn-PB	2688	2511.72	165.635	0.422221
Actn-PA	2688	2511.72	55.4724	0.141405
Actn-PD	2688	2511.72	165.635	0.422221
Actn-PF	2694	2517.72	30.1729	0.0767305
Actn-PG	2754	2577.72	102.612	0.254872
Actn-PH	2754	2577.72	102.612	0.254872
Actn-PI	2688	2511.72	165.635	0.422221
Actn-PJ	2754	2577.72	102.612	0.254872
usp-PA	1527	1350.72	373	1.76808
usp-PB	1527	1350.72	373	1.76808
PIG-K-PA	1068	891.723	870	6.24667
CG3857-PA	1464	1287.72	120	0.596648
eIF2Bepsilon-PA	2010	1833.72	355.5	1.24127
eIF2Bepsilon-PB	2010	1833.72	355.5	1.24127
Edem1-PC	2949	2772.72	915.243	2.11344
Edem1-PB	2949	2772.72	915.243	2.11344
Edem1-PA	2949	2772.72	915.243	2.11344
Edem1-PE	3015	2838.72	984.027	2.21944
Edem1-PD	2949	2772.72	915.243	2.11344
CG32801-PA	477	301.465	2.87317	0.0610215
trr-PC	7233	7056.72	437	0.396495
trr-PD	7296	7119.72	3.98237e-08	3.58127e-11
CG14818-PA	291	126.763	216	10.9099
CG14818-PB	291	126.763	216	10.9099
CG14817-PA	321	152.844	154	6.45105
CG14817-PB	321	152.844	154	6.45105
Pgam5-PA	870	693.723	522.51	4.82244
Pgam5-PB	867	690.723	57.4903	0.532904
Pex5-PA	1845	1668.72	494.806	1.8985
Pex5-PB	1680	1503.72	0.193636	0.000824473
Gcna-PB	3159	2982.72	16	0.0343452
Gcna-PA	3093	2916.72	0	0
Gcna-PD	3093	2916.72	0	0
deltaCOP-PA	1599	1422.72	2632.88	11.8487
deltaCOP-PB	1596	1419.72	5083.12	22.9238
Lamtor5-PA	303	137.05	110	5.13892
Lamtor5-PB	303	137.05	110	5.13892
CG14811-PB	714	537.723	3	0.0357208
CG4025-PA	741	564.723	388	4.39901
Unc-76-PB	1425	1248.72	109.667	0.562299
Unc-76-PA	1425	1248.72	109.667	0.562299
Unc-76-PC	1425	1248.72	109.667	0.562299
Unc-76-PD	870	693.723	0	0
csw-PA	2526	2349.72	436.038	1.18814
csw-PB	2838	2661.72	333.712	0.802727
csw-PC	2049	1872.72	10.4681	0.0357893
csw-PD	2685	2508.72	76.7824	0.19596
D2hgdh-PB	1602	1425.72	220.333	0.989473
D2hgdh-PC	1602	1425.72	220.333	0.989473
D2hgdh-PA	1602	1425.72	220.333	0.989473
Pgd-PA	1446	1269.72	448	2.25906
Pgd-PB	1446	1269.72	448	2.25906
CG3630-PA	1116	939.723	6	0.04088
CG3630-PB	1044	867.723	0	0
CG3630-PC	1116	939.723	6	0.04088
CG3630-PD	1116	939.723	6	0.04088
ND-B14.5A-PA	312	145.107	287.5	12.6856
ND-B14.5A-PB	312	145.107	287.5	12.6856
Cyp4d2-PA	1506	1329.72	28.508	0.137266
Cyp4d2-PB	1506	1329.72	28.508	0.137266
Cyp4ae1-PA	1491	1314.72	70.1165	0.341464
pn-PA	1218	1041.72	146	0.897345
CG17776-PA	213	67.6141	125.5	11.8841
CG17776-PB	213	67.6141	125.5	11.8841
CG17777-PB	333	163.634	0	0
CG17777-PC	333	163.634	0	0
CG3457-PA	579	402.764	0	0
CG3457-PB	579	402.764	0	0
Mct1-PA	1881	1704.72	3	0.0112675
Mct1-PB	1881	1704.72	3	0.0112675
CG14052-PB	492	316.188	0	0
pcx-PE	10254	10077.7	1.18675e-05	7.53975e-09
pcx-PF	10242	10065.7	413.5	0.263021
pcx-PC	10242	10065.7	413.5	0.263021
fs(1)K10-PA	1392	1215.72	199	1.04804
Or2a-PA	1194	1017.72	4	0.0251646
CG3071-PA	1608	1431.72	282	1.2611
CG2854-PA	1476	1299.72	7	0.0344831
Raf-PA	2220	2043.72	127	0.39787
Raf-PE	2220	2043.72	127	0.39787
CG2841-PB	3705	3528.72	307.245	0.557477
CG2841-PC	3705	3528.72	307.245	0.557477
CG2841-PA	3705	3528.72	307.245	0.557477
CG2841-PD	3705	3528.72	307.245	0.557477
CG2841-PE	3705	3528.72	307.245	0.557477
CG2841-PF	3720	3543.72	74.7729	0.135096
mRpL14-PA	486	310.312	52	1.07291
mRpL14-PB	486	310.312	52	1.07291
Ilp6-PA	324	155.461	0.25	0.0102962
Ilp6-PB	324	155.461	0.25	0.0102962
Ilp6-PC	324	155.461	0.25	0.0102962
Ilp6-PD	324	155.461	0.25	0.0102962
CG14050-PA	780	603.723	3.5	0.0371184
CG14050-PB	780	603.723	3.5	0.0371184
CG2865-PA	1305	1128.72	278.5	1.57978
CG2865-PB	1305	1128.72	278.5	1.57978
CG2918-PA	2772	2595.72	17691.5	43.6381
CG2918-PB	2772	2595.72	17691.5	43.6381
CG2924-PA	1194	1017.72	145.75	0.916934
CG2924-PE	1194	1017.72	145.75	0.916934
CG2924-PB	1194	1017.72	145.75	0.916934
CG2924-PD	1194	1017.72	145.75	0.916934
temp-PA	1197	1020.72	35	0.219543
temp-PB	1197	1020.72	35	0.219543
CG3078-PA	2232	2055.72	0.810488	0.0025243
CG3078-PB	2235	2058.72	0.189376	0.000588961
CG3078-PC	2250	2073.72	0.000136131	4.20305e-07
CG3078-PD	2298	2121.72	0	0
CG3191-PA	930	753.723	37.5	0.318551
CG3191-PC	930	753.723	37.5	0.318551
crn-PA	2109	1932.72	406	1.34498
kz-PA	3579	3402.72	87	0.163701
kz-PB	3579	3402.72	87	0.163701
Vinc-PA	2886	2709.72	203.333	0.480444
Vinc-PB	2886	2709.72	203.333	0.480444
Vinc-PC	2886	2709.72	203.333	0.480444
FarO-PA	1515	1338.72	1	0.00478265
CG14053-PA	693	516.723	0	0
CG14053-PB	693	516.723	0	0
Nmd3-PA	1566	1389.72	593	2.73203
Cyp4d14-PA	1524	1347.72	0	0
Cyp4d14-PB	1533	1356.72	0	0
Cyp4d1-PB	1512	1335.72	1	0.00479339
Cyp4d1-PA	1539	1362.72	0	0
wapl-PA	5226	5049.72	263.249	0.333779
wapl-PB	3279	3102.72	8.50126	0.0175428
wapl-PC	5226	5049.72	263.249	0.333779
bcn92-PA	279	116.7	156	8.55884
ph-p-PA	4770	4593.72	455.065	0.634261
ph-p-PB	4041	3864.72	14.5042	0.024029
ph-p-PC	4041	3864.72	14.5042	0.024029
ph-p-PD	4041	3864.72	14.5042	0.024029
ph-d-PA	4614	4437.72	155.419	0.224236
ph-d-PB	4080	3903.72	0.00299406	4.91067e-06
CG16903-PA	1683	1506.72	452	1.92072
AANATL7-PA	687	510.723	2864	35.9043
AANATL7-PB	687	510.723	2864	35.9043
AANATL7-PC	687	510.723	2864	35.9043
AANATL7-PD	687	510.723	2864	35.9043
wds-PA	1086	909.723	177	1.24573
wds-PB	1086	909.723	177	1.24573
egh-PC	1374	1197.72	335	1.7908
egh-PB	1374	1197.72	335	1.7908
egh-PD	1374	1197.72	335	1.7908
Seipin-PA	1113	936.723	77	0.526306
brv3-PC	2253	2076.72	85	0.262059
brv3-PB	2160	1983.72	0	0
Tsp3A-PA	915	738.723	18.5	0.160343
Tsp3A-PB	915	738.723	18.5	0.160343
eIF3g1-PA	810	633.723	2552	25.7834
Smyd3-PB	1407	1230.72	207	1.07688
Klp3A-PA	3639	3462.72	45.5	0.0841304
Klp3A-PB	3639	3462.72	45.5	0.0841304
CG13760-PC	723	546.723	79.9426	0.936202
CG13760-PD	669	492.723	161.057	2.09284
Vha36-3-PB	750	573.723	236.5	2.63929
Vha36-3-PC	750	573.723	236.5	2.63929
boi-PB	2997	2820.72	0	0
boi-PA	1644	1467.72	43.0788	0.187922
boi-PE	2997	2820.72	0	0
boi-PF	2997	2820.72	0	0
boi-PG	3318	3141.72	2.92119	0.00595321
tko-PB	423	248.492	189.332	4.87834
tko-PC	465	289.614	1.66751	0.0368645
gt-PB	1347	1170.72	13	0.0710965
CG32797-PA	609	432.723	1	0.0147962
CG12496-PA	1062	885.723	0	0
sgg-PD	3204	3027.72	297.962	0.630093
sgg-PH	1545	1368.72	145.567	0.680936
sgg-PI	1545	1368.72	145.567	0.680936
sgg-PJ	1728	1551.72	0	0
sgg-PG	1491	1314.72	83.33	0.405813
sgg-PK	1251	1074.72	0	0
sgg-PB	1545	1368.72	145.567	0.680936
sgg-PA	1728	1551.72	0	0
sgg-PE	1545	1368.72	145.567	0.680936
sgg-PF	1545	1368.72	145.567	0.680936
sgg-PC	1545	1368.72	145.567	0.680936
sgg-PM	2319	2142.72	183.903	0.549517
sgg-PN	1251	1074.72	0	0
sgg-PO	1326	1149.72	14.5843	0.0812178
sgg-PP	3381	3204.72	0	0
sgg-PQ	3507	3330.72	0	0
sgg-PR	1794	1617.72	177.819	0.703772
per-PA	3657	3480.72	113	0.207859
per-PB	3657	3480.72	113	0.207859
CG2662-PA	1341	1164.72	25	0.137428
CG2662-PB	1341	1164.72	25	0.137428
eIF2Bbeta-PA	1059	882.723	963	6.98491
CG2681-PA	1881	1704.72	4	0.0150233
CG2694-PA	2478	2301.72	0.101132	0.000281315
CG2694-PB	2022	1845.72	102.873	0.356855
CG2694-PD	2469	2292.72	5.02634	0.0140365
fs(1)Yb-PA	3129	2952.72	0	0
fs(1)Ya-PA	2091	1914.72	7	0.0234073
dwg-PA	1779	1602.72	168	0.671135
CG2712-PA	1506	1329.72	99	0.476687
CG12498-PA	786	609.723	0	0
w-PA	2064	1887.72	1	0.00339173
CG32795-PA	1164	987.723	100.2	0.649519
CG32795-PB	1164	987.723	100.2	0.649519
CG32795-PC	1164	987.723	100.2	0.649519
CG32795-PD	1164	987.723	100.2	0.649519
CG32795-PE	1164	987.723	100.2	0.649519
Syx4-PA	1002	825.723	38.9998	0.302403
Syx4-PB	774	597.723	0.000220459	2.36149e-06
crm-PB	2949	2772.72	74	0.170877
crm-PA	2949	2772.72	74	0.170877
CG2701-PA	2208	2031.72	1073	3.38138
CG2685-PA	1659	1482.72	248	1.0709
CG2680-PB	918	741.723	1	0.00863212
Ugalt-PA	1074	897.723	1467.79	10.4684
Ugalt-PB	1107	930.723	328.412	2.25921
Ugalt-PC	1074	897.723	1467.79	10.4684
Spg7-PA	2460	2283.72	167.5	0.469603
Spg7-PC	2460	2283.72	167.5	0.469603
dyw-PA	783	606.723	2	0.0211056
CG2652-PA	708	531.723	0	0
HLH3B-PA	1131	954.723	0	0
N-PA	8112	7935.72	3	0.00242044
N-PB	8112	7935.72	3	0.00242044
CG3939-PA	408	233.978	139	3.80363
CG3939-PB	408	233.978	139	3.80363
dnc-PA	2106	1929.72	0	0
dnc-PE	1929	1752.72	0	0
dnc-PN	2952	2775.72	38.3236	0.0883994
dnc-PG	2445	2268.72	13.315	0.0375767
dnc-PF	1989	1812.72	4.87372	0.0172143
dnc-PL	1566	1389.72	0	0
dnc-PB	3630	3453.72	20.278	0.0375922
dnc-PI	3213	3036.72	0	0
dnc-PC	3174	2997.72	0	0
dnc-PJ	3213	3036.72	0	0
dnc-PD	3207	3030.72	76.1515	0.160876
dnc-PP	1929	1752.72	0	0
dnc-PQ	2112	1935.72	10.8901	0.0360202
dnc-PR	2112	1935.72	10.8901	0.0360202
dnc-PS	3630	3453.72	20.278	0.0375922
dnc-PT	2148	1971.72	0	0
dnc-PU	2148	1971.72	0	0
ng1-PA	324	155.461	0	0
Sgs4-PC	864	687.723	0	0
CG10801-PA	1677	1500.72	3	0.0127991
CG10801-PB	1584	1407.72	0	0
CG12206-PA	1749	1572.72	0.333333	0.00135702
CG12206-PB	1749	1572.72	0.333333	0.00135702
CG12206-PC	1749	1572.72	0.333333	0.00135702
CG16781-PA	1152	975.723	0	0
CG16781-PB	1161	984.723	0	0
CG16782-PA	603	426.723	3	0.0450126
CG14269-PA	573	396.804	0	0
CG14269-PB	573	396.804	0	0
CG12535-PB	618	441.723	2.4	0.0347872
CG12535-PF	618	441.723	2.4	0.0347872
CG12535-PC	618	441.723	2.4	0.0347872
CG12535-PD	618	441.723	2.4	0.0347872
CG12535-PE	618	441.723	2.4	0.0347872
CG10793-PA	1440	1263.72	2	0.010133
Pig1-PB	519	342.99	0	0
ng4-PA	174	41.9479	0	0
ng3-PB	441	266.006	0	0
ng2-PA	339	168.967	0	0
CG14265-PB	360	188.347	0	0
Fcp3C-PA	849	672.723	14	0.133245
CG18508-PA	300	134.394	140	6.66973
CG18508-PB	300	134.394	140	6.66973
CG3526-PA	690	513.723	0	0
CG3526-PC	666	489.723	0	0
CG32793-PA	2481	2304.72	0	0
CG3592-PA	750	573.723	0	0
CG3598-PA	819	642.723	0	0
CG14420-PA	882	705.723	0	0
CG14421-PA	717	540.723	0	0
CG14422-PA	885	708.723	0	0
CG14423-PA	918	741.723	0	0
CG17959-PA	447	271.897	0	0
CG3603-PA	750	573.723	98	1.09366
CG3603-PB	750	573.723	98	1.09366
kirre-PB	2871	2694.72	1	0.00237599
kirre-PA	2871	2694.72	1	0.00237599
kirre-PC	2871	2694.72	1	0.00237599
kirre-PD	2871	2694.72	1	0.00237599
kirre-PE	2871	2694.72	1	0.00237599
kirre-PF	2871	2694.72	1	0.00237599
kirre-PG	2871	2694.72	1	0.00237599
CG4116-PA	795	618.723	0	0
CG4116-PB	702	525.723	0	0
rst-PA	2295	2118.72	2	0.00604387
rst-PB	2295	2118.72	2	0.00604387
CG14424-PA	792	615.723	0	0
CG14419-PA	588	411.723	0	0
CG14418-PA	984	807.723	0	0
CG14418-PB	855	678.723	0	0
CG14417-PA	993	816.723	0	0
CG14416-PA	777	600.723	1	0.0106582
CG10802-PA	1311	1134.72	490.952	2.77018
CG10802-PB	1239	1062.72	23.0483	0.13886
CG10803-PA	1914	1737.72	50.2696	0.185218
CG10803-PB	1725	1548.72	1.04745e-08	4.33029e-11
CG10803-PC	1725	1548.72	1.04745e-08	4.33029e-11
CG10803-PD	1725	1548.72	1.04745e-08	4.33029e-11
CG10803-PE	1854	1677.72	156.73	0.598125
CG13021-PA	333	163.634	0	0
CG13021-PB	333	163.634	0	0
