target_id	length	eff_length	est_counts	tpm
arg-PA	1056	913.497	2	0.0290661
CG17896-PB	1563	1420.5	871.138	8.14162
CG17896-PA	1536	1393.5	12.8621	0.122537
CG18273-PA	4134	3991.5	196	0.651906
Cyp4g1-PA	1671	1528.5	73	0.634049
Pgcl-PA	1224	1081.5	0	0
CG32816-PB	1137	994.497	314.75	4.20171
CG32816-PA	1137	994.497	314.75	4.20171
CG32816-PC	882	739.497	0	0
CG32816-PD	882	739.497	0	0
CG32816-PE	1137	994.497	314.75	4.20171
CG32816-PF	1137	994.497	314.75	4.20171
CG13375-PA	921	778.497	20	0.341065
CG13375-PB	921	778.497	20	0.341065
CG13375-PC	834	691.497	0	0
CG3038-PB	1077	934.497	4.83147	0.0686381
CG3038-PA	1167	1024.5	0	0
CG3038-PC	1080	937.497	0.168532	0.00238658
Appl-PA	2664	2521.5	0	0
Appl-PB	2673	2530.5	0	0
Appl-PC	2493	2350.5	2	0.0112963
Appl-PD	2667	2524.5	0	0
Appl-PE	2652	2509.5	0	0
Appl-PF	2667	2524.5	0	0
CG13369-PA	915	772.497	654	11.2395
CG17829-PA	1404	1261.5	57.8449	0.608756
CG17829-PC	1347	1204.5	16.3101	0.17977
CG17829-PB	1404	1261.5	57.8449	0.608756
Mybbp1A-PA	3402	3259.5	98	0.399153
su(sable)-PA	3978	3835.5	572.617	1.98202
su(sable)-PB	3966	3823.5	55.7656	0.193629
su(sable)-PC	3978	3835.5	572.617	1.98202
CG13367-PA	1227	1084.5	168	2.05658
Roc1a-PC	411	269.098	6.50004	0.320678
Roc1a-PA	327	187.272	550.25	39.0078
Roc1a-PD	327	187.272	550.25	39.0078
CG5254-PA	921	778.497	82.7389	1.41097
CG5254-PB	714	571.497	13.2611	0.308057
CG5273-PA	1410	1267.5	49.6667	0.520214
CG5273-PC	1410	1267.5	49.6667	0.520214
CG5273-PB	1410	1267.5	49.6667	0.520214
fz3-PA	1746	1603.5	340.506	2.81917
fz3-PB	1941	1798.5	46.9872	0.346844
fz3-PC	1746	1603.5	340.506	2.81917
CG16989-PC	3138	2995.5	212	0.939575
CG16989-PD	3138	2995.5	212	0.939575
CG14635-PA	360	219.216	3	0.181683
CG13358-PD	906	763.497	0	0
CG13359-PA	1482	1339.5	28	0.277511
Rbf-PA	2538	2395.5	231	1.28021
CG13360-PA	1266	1123.5	9	0.106349
RpL22-PA	900	757.497	5878.65	103.029
CG13361-PA	1437	1294.5	4	0.0410226
CG13362-PA	969	826.497	78	1.2529
Hmt4-20-PA	3903	3760.5	290.5	1.02557
Hmt4-20-PB	3903	3760.5	290.5	1.02557
RpL36-PA	348	207.493	2016.2	129.002
RpL36-PB	348	207.493	2016.2	129.002
RpL36-PD	348	207.493	2016.2	129.002
RpL36-PC	348	207.493	2016.2	129.002
RpL36-PE	348	207.493	2016.2	129.002
CG13364-PA	195	73.2577	898	162.737
CG13365-PA	345	204.596	104	6.74839
spdi-PA	2853	2710.5	0	0
spdi-PB	3285	3142.5	173.913	0.73472
spdi-PC	3285	3142.5	173.913	0.73472
spdi-PD	2850	2707.5	0	0
spdi-PE	2853	2710.5	0	0
spdi-PF	3285	3142.5	173.913	0.73472
spdi-PG	2829	2686.5	16.2604	0.0803542
CG14634-PB	282	145.275	1	0.0913849
CG11664-PA	765	622.497	2606	55.5778
CG11663-PA	459	316.728	30	1.25748
CG11663-PB	459	316.728	30	1.25748
MED22-PA	432	289.819	88	4.03106
CG32815-PC	1149	1006.5	4.5	0.059356
CG32815-PD	1149	1006.5	4.5	0.059356
TRAM-PB	1107	964.497	807.8	11.119
TRAM-PA	1107	964.497	807.8	11.119
TRAM-PC	1107	964.497	807.8	11.119
TRAM-PD	1107	964.497	807.8	11.119
TRAM-PE	1107	964.497	807.8	11.119
mus81-PA	1281	1138.5	24	0.279862
CG18823-PA	321	181.607	1	0.0731023
CG14631-PA	399	257.282	9	0.464405
CG3021-PA	1170	1027.5	442	5.71092
CG14629-PA	960	817.497	51	0.828225
CG14628-PA	426	283.906	3	0.140285
CG3655-PA	1692	1549.5	0.154285	0.0013219
CG3655-PB	1692	1549.5	0.154285	0.0013219
CG3655-PC	1791	1648.5	16.5371	0.133179
CG3655-PD	1692	1549.5	0.154285	0.0013219
Cdc45-PA	1728	1585.5	50	0.418667
CG11638-PA	1164	1021.5	6	0.0779791
TfIIA-S-2-PA	324	184.404	2	0.143987
CG3690-PA	1677	1534.5	0	0
CG3690-PB	1677	1534.5	0	0
CG3699-PA	756	613.497	11	0.238037
CG3703-PA	2136	1993.5	4	0.0266384
CG3704-PA	1149	1006.5	157	2.07086
CG3706-PA	1335	1192.5	0	0
CG3708-PB	1089	946.497	12	0.168316
CG3713-PA	252	118.563	3.5	0.391907
CG3713-PB	252	118.563	3.5	0.391907
CG32814-PB	735	592.497	1	0.0224067
CG11378-PA	939	796.497	5.66667	0.0944513
CG11378-PB	939	796.497	5.66667	0.0944513
CG11378-PC	939	796.497	5.66667	0.0944513
CG11379-PA	606	463.497	6.5	0.186179
CG11379-PB	606	463.497	6.5	0.186179
CG14627-PA	813	670.497	0	0
CG14627-PB	813	670.497	0	0
CG14626-PA	1029	886.497	0	0
CG11380-PA	1710	1567.5	0	0
CG11380-PB	1710	1567.5	0	0
CG14625-PB	2271	2128.5	1	0.00623722
CG11381-PA	1311	1168.5	0	0
CG14624-PA	693	550.497	0	0
CG11382-PB	1518	1375.5	0	0
CG11382-PC	1518	1375.5	0	0
CG32812-PA	678	535.497	8.5	0.21073
CG32812-PB	678	535.497	8.5	0.21073
fs(1)N-PA	6357	6214.5	10	0.0213628
Naa30A-PA	1134	991.497	231	3.09304
Naa30A-PD	1077	934.497	0	0
Tsp2A-PA	735	592.497	1	0.0224067
Tsp2A-PB	735	592.497	1	0.0224067
CG11417-PA	2316	2173.5	152	0.928429
CG14770-PA	456	313.728	2	0.0846333
ssx-PB	1332	1189.5	5.41066	0.0603881
ssx-PC	504	361.497	0.000688187	2.52735e-05
ssx-PD	1458	1315.5	791.178	7.98452
ssx-PE	1332	1189.5	5.41066	0.0603881
AMPKalpha-PA	1749	1606.5	140.333	1.1597
AMPKalpha-PB	1749	1606.5	140.333	1.1597
AMPKalpha-PC	1749	1606.5	140.333	1.1597
CG32813-PD	1719	1576.5	0	0
CG32813-PB	1719	1576.5	0	0
CG32813-PL	1719	1576.5	0	0
CG32813-PM	1719	1576.5	0	0
CG32813-PN	1719	1576.5	0	0
CG32813-PH	1746	1603.5	0	0
CG32813-PI	1719	1576.5	0	0
CG32813-PJ	1719	1576.5	0	0
CG32813-PK	1719	1576.5	0	0
CG32813-PO	2100	1957.5	245	1.66161
Rilpl-PA	1332	1189.5	79.8458	0.891155
Rilpl-PB	1347	1204.5	0	0
Rilpl-PC	1461	1318.5	147.154	1.48169
Lrpprc2-PA	3219	3076.5	193	0.832847
CG14785-PA	1413	1270.5	54	0.564267
CG3719-PA	483	340.567	152	5.92524
png-PA	876	733.497	0	0
CG12773-PA	2139	1996.5	227	1.50946
CG12773-PC	2139	1996.5	227	1.50946
CG12773-PB	2136	1993.5	5.59042e-07	3.723e-09
MTPAP-PA	1839	1696.5	15.7083	0.122925
MTPAP-PB	867	724.497	14.5834	0.26723
MTPAP-PC	1839	1696.5	15.7083	0.122925
CG11409-PB	3840	3697.5	11	0.0394956
CG11409-PC	3840	3697.5	11	0.0394956
DAAM-PB	3462	3319.5	0	0
DAAM-PA	3345	3202.5	0	0
DAAM-PG	3462	3319.5	0	0
DAAM-PE	3462	3319.5	0	0
DAAM-PF	3462	3319.5	0	0
DAAM-PD	4392	4249.5	9	0.028117
CG32811-PB	234	103.41	2	0.256764
Atf3-PA	1842	1699.5	0	0
Atf3-PB	2067	1924.5	82.6167	0.569922
Atf3-PC	1842	1699.5	0	0
CG11403-PA	2586	2443.5	26	0.141262
CG11398-PA	990	847.497	5.5	0.0861566
CG11398-PD	990	847.497	5.5	0.0861566
CG11384-PA	1767	1624.5	0	0
eIF4E7-PA	1290	1147.5	37	0.42807
CG14777-PB	591	448.497	19	0.562417
CG14777-PD	591	448.497	19	0.562417
CG14777-PE	591	448.497	19	0.562417
CG14777-PC	591	448.497	19	0.562417
CG14777-PF	591	448.497	19	0.562417
CG14778-PA	561	418.497	1	0.0317228
CG14780-PA	909	766.497	0	0
rush-PA	951	808.497	96	1.57637
rush-PB	951	808.497	96	1.57637
inc-PB	636	493.497	58.6667	1.57823
inc-PD	636	493.497	58.6667	1.57823
inc-PC	636	493.497	58.6667	1.57823
dor-PA	3009	2866.5	725	3.35777
hfw-PA	1836	1693.5	248.5	1.94808
hfw-PB	1836	1693.5	248.5	1.94808
CG14797-PB	591	448.497	0	0
CG14797-PC	666	523.497	1	0.02536
b6-PA	1677	1534.5	4	0.0346065
Scgdelta-PA	1215	1072.5	6.75	0.0835549
Scgdelta-PC	1215	1072.5	6.75	0.0835549
Scgdelta-PD	1215	1072.5	6.75	0.0835549
Scgdelta-PE	1215	1072.5	6.75	0.0835549
CG3795-PA	918	775.497	4.5	0.0770365
CG3795-PB	918	775.497	4.5	0.0770365
a6-PA	1230	1087.5	36	0.43948
a6-PB	1230	1087.5	36	0.43948
a6-PC	1230	1087.5	36	0.43948
CG3740-PA	423	280.906	120	5.67134
Mur2B-PA	5388	5245.5	24.8457	0.0628825
Mur2B-PC	5388	5245.5	24.8457	0.0628825
Mur2B-PB	3435	3292.5	728.309	2.93666
CG14795-PB	351	210.388	1	0.0631022
sta-PA	813	670.497	4617.25	91.422
sta-PB	813	670.497	4617.25	91.422
sta-PE	813	670.497	4617.25	91.422
sta-PF	813	670.497	4617.25	91.422
Rab27-PB	711	568.497	0	0
Rab27-PC	693	550.497	0	0
CG32808-PA	855	712.497	10	0.186329
O-fut2-PA	1473	1330.5	322	3.21297
CG14787-PA	783	640.497	1	0.0207275
CG32806-PA	618	475.497	7	0.19544
MED18-PA	654	511.497	146.627	3.80571
MED18-PC	153	44.0491	10.3728	3.12623
CG14803-PA	3309	3166.5	73.9973	0.310242
CG14803-PB	3294	3151.5	0.00273513	1.15219e-05
Vps26-PA	1437	1294.5	647	6.63541
CG14805-PA	1521	1378.5	205	1.9743
Coa8-PA	531	388.497	80	2.7338
Coa8-PB	531	388.497	80	2.7338
mRpL16-PA	732	589.497	62.5	1.40755
mRpL16-PB	732	589.497	62.5	1.40755
mip130-PA	2961	2818.5	230	1.08336
Rbcn-3B-PA	4578	4435.5	197.5	0.591138
Rbcn-3B-PB	4578	4435.5	197.5	0.591138
Ocrl-PA	2553	2410.5	73	0.402051
Ocrl-PB	2553	2410.5	73	0.402051
CG11596-PB	1206	1063.5	28.1584	0.351508
CG11596-PC	1371	1228.5	0	0
CG11596-PA	1320	1177.5	161.525	1.82114
CG11596-PD	1206	1063.5	28.1584	0.351508
CG11596-PE	1206	1063.5	28.1584	0.351508
CG3587-PA	900	757.497	81	1.41961
CG4194-PA	795	652.497	2	0.0406926
Rtca-PA	1086	943.497	32	0.450271
Rtca-PB	1086	943.497	32	0.450271
CG4045-PA	771	628.497	107	2.26019
CG4199-PC	1782	1639.5	14	0.113366
CG4199-PD	1782	1639.5	14	0.113366
CG4199-PB	1782	1639.5	14	0.113366
CG4199-PA	1659	1516.5	0	0
CG4199-PG	1782	1639.5	14	0.113366
CG4199-PH	1782	1639.5	14	0.113366
CG4199-PI	1782	1639.5	14	0.113366
CG14054-PA	618	475.497	2	0.0558401
CG4281-PA	2091	1948.5	414	2.82075
Sik2-PA	4197	4054.5	110	0.36018
moody-PA	2013	1870.5	29.4825	0.209253
moody-PB	2013	1870.5	29.4825	0.209253
moody-PC	1902	1759.5	5.535	0.0417632
moody-PD	1902	1759.5	5.535	0.0417632
moody-PE	2013	1870.5	29.4825	0.209253
moody-PF	2013	1870.5	29.4825	0.209253
CG4325-PA	477	334.6	73	2.89642
CG4325-PB	477	334.6	73	2.89642
Actn-PC	2754	2611.5	137.235	0.697653
Actn-PB	2688	2545.5	19.7616	0.103066
Actn-PA	2688	2545.5	175.87	0.917239
Actn-PD	2688	2545.5	19.7616	0.103066
Actn-PF	2694	2551.5	29.9059	0.155606
Actn-PG	2754	2611.5	137.235	0.697653
Actn-PH	2754	2611.5	137.235	0.697653
Actn-PI	2688	2545.5	19.7616	0.103066
Actn-PJ	2754	2611.5	137.235	0.697653
usp-PA	1527	1384.5	157	1.50547
usp-PB	1527	1384.5	157	1.50547
PIG-K-PA	1068	925.497	403	5.78088
CG3857-PA	1464	1321.5	50	0.502306
eIF2Bepsilon-PA	2010	1867.5	179	1.2725
eIF2Bepsilon-PB	2010	1867.5	179	1.2725
Edem1-PC	2949	2806.5	454.127	2.14821
Edem1-PB	2949	2806.5	454.127	2.14821
Edem1-PA	2949	2806.5	454.127	2.14821
Edem1-PE	3015	2872.5	234.493	1.08376
Edem1-PD	2949	2806.5	454.127	2.14821
CG32801-PA	477	334.6	4	0.158708
trr-PC	7233	7090.5	317	0.593536
trr-PD	7296	7153.5	0	0
CG14818-PA	291	153.552	102	8.81877
CG14818-PB	291	153.552	102	8.81877
CG14817-PA	321	181.607	124	9.06468
CG14817-PB	321	181.607	124	9.06468
Pgam5-PA	870	727.497	256.582	4.6823
Pgam5-PB	867	724.497	28.4178	0.520736
Pex5-PA	1845	1702.5	61.909	0.482761
Pex5-PB	1680	1537.5	209.091	1.80545
Gcna-PB	3159	3016.5	32.9991	0.145232
Gcna-PA	3093	2950.5	0.000470122	2.11534e-06
Gcna-PD	3093	2950.5	0.000470122	2.11534e-06
deltaCOP-PA	1599	1456.5	1269.59	11.5723
deltaCOP-PB	1596	1453.5	2135.41	19.5043
Lamtor5-PA	303	164.663	60	4.83749
Lamtor5-PB	303	164.663	60	4.83749
CG14811-PB	714	571.497	6	0.13938
CG4025-PA	741	598.497	75	1.66366
Unc-76-PB	1425	1282.5	36.2026	0.374756
Unc-76-PA	1425	1282.5	36.2026	0.374756
Unc-76-PC	1425	1282.5	36.2026	0.374756
Unc-76-PD	870	727.497	16.3921	0.299135
csw-PA	2526	2383.5	243.68	1.35728
csw-PB	2838	2695.5	143.187	0.705227
csw-PC	2049	1906.5	48.1305	0.335157
csw-PD	2685	2542.5	99.0021	0.51695
D2hgdh-PB	1602	1459.5	99.6667	0.90659
D2hgdh-PC	1602	1459.5	99.6667	0.90659
D2hgdh-PA	1602	1459.5	99.6667	0.90659
Pgd-PA	1446	1303.5	311.5	3.17258
Pgd-PB	1446	1303.5	311.5	3.17258
CG3630-PA	1116	973.497	5.66667	0.0772783
CG3630-PB	1044	901.497	0	0
CG3630-PC	1116	973.497	5.66667	0.0772783
CG3630-PD	1116	973.497	5.66667	0.0772783
ND-B14.5A-PA	312	173.095	215	16.49
ND-B14.5A-PB	312	173.095	215	16.49
Cyp4d2-PA	1506	1363.5	40	0.389467
Cyp4d2-PB	1506	1363.5	40	0.389467
Cyp4ae1-PA	1491	1348.5	12	0.11814
pn-PA	1218	1075.5	62	0.765327
CG17776-PA	213	87.153	77.5	11.8055
CG17776-PB	213	87.153	77.5	11.8055
CG17777-PB	333	193.119	0	0
CG17777-PC	333	193.119	0	0
CG3457-PA	579	436.497	0.5	0.0152073
CG3457-PB	579	436.497	0.5	0.0152073
Mct1-PA	1881	1738.5	0.5	0.00381822
Mct1-PB	1881	1738.5	0.5	0.00381822
CG14052-PB	492	349.533	2	0.0759638
pcx-PE	10254	10111.5	0.0623978	8.19253e-05
pcx-PF	10242	10099.5	236.969	0.311498
pcx-PC	10242	10099.5	236.969	0.311498
fs(1)K10-PA	1392	1249.5	196	2.0825
Or2a-PA	1194	1051.5	1	0.0126257
CG3071-PA	1608	1465.5	102	0.924016
CG2854-PA	1476	1333.5	23	0.228981
Raf-PA	2220	2077.5	54.5	0.348274
Raf-PE	2220	2077.5	54.5	0.348274
CG2841-PB	3705	3562.5	259	0.965183
CG2841-PC	3705	3562.5	259	0.965183
CG2841-PA	3705	3562.5	259	0.965183
CG2841-PD	3705	3562.5	259	0.965183
CG2841-PE	3705	3562.5	259	0.965183
CG2841-PF	3720	3577.5	0	0
mRpL14-PA	486	343.533	12	0.463743
mRpL14-PB	486	343.533	12	0.463743
Ilp6-PA	324	184.404	1.25	0.0899922
Ilp6-PB	324	184.404	1.25	0.0899922
Ilp6-PC	324	184.404	1.25	0.0899922
Ilp6-PD	324	184.404	1.25	0.0899922
CG14050-PA	780	637.497	1.5	0.0312376
CG14050-PB	780	637.497	1.5	0.0312376
CG2865-PA	1305	1162.5	146	1.66734
CG2865-PB	1305	1162.5	146	1.66734
CG2918-PA	2772	2629.5	14735.5	74.3972
CG2918-PB	2772	2629.5	14735.5	74.3972
CG2924-PA	1194	1051.5	75	0.946929
CG2924-PE	1194	1051.5	75	0.946929
CG2924-PB	1194	1051.5	75	0.946929
CG2924-PD	1194	1051.5	75	0.946929
temp-PA	1197	1054.5	22.5	0.283271
temp-PB	1197	1054.5	22.5	0.283271
CG3078-PA	2232	2089.5	0	0
CG3078-PB	2235	2092.5	0	0
CG3078-PC	2250	2107.5	0	0
CG3078-PD	2298	2155.5	0	0
CG3191-PA	930	787.497	39.5	0.665905
CG3191-PC	930	787.497	39.5	0.665905
crn-PA	2109	1966.5	217	1.46498
kz-PA	3579	3436.5	42.5	0.164186
kz-PB	3579	3436.5	42.5	0.164186
Vinc-PA	2886	2743.5	165.333	0.800056
Vinc-PB	2886	2743.5	165.333	0.800056
Vinc-PC	2886	2743.5	165.333	0.800056
FarO-PA	1515	1372.5	3	0.0290184
CG14053-PA	693	550.497	3.5	0.0844068
CG14053-PB	693	550.497	3.5	0.0844068
Nmd3-PA	1566	1423.5	283	2.63933
Cyp4d14-PA	1524	1381.5	3.99554	0.0383964
Cyp4d14-PB	1533	1390.5	0.00445576	4.25418e-05
Cyp4d1-PB	1512	1369.5	0	0
Cyp4d1-PA	1539	1396.5	0	0
wapl-PA	5226	5083.5	204.959	0.535264
wapl-PB	3279	3136.5	31.0826	0.131564
wapl-PC	5226	5083.5	204.959	0.535264
bcn92-PA	279	142.571	134	12.4778
ph-p-PA	4770	4627.5	317.239	0.910134
ph-p-PB	4041	3898.5	0	0
ph-p-PC	4041	3898.5	0	0
ph-p-PD	4041	3898.5	0	0
ph-d-PA	4614	4471.5	131.761	0.391199
ph-d-PB	4080	3937.5	5.48498e-07	1.84935e-09
CG16903-PA	1683	1540.5	211	1.81839
AANATL7-PA	687	544.497	2007.75	48.9529
AANATL7-PB	687	544.497	2007.75	48.9529
AANATL7-PC	687	544.497	2007.75	48.9529
AANATL7-PD	687	544.497	2007.75	48.9529
wds-PA	1086	943.497	75.5	1.06236
wds-PB	1086	943.497	75.5	1.06236
egh-PC	1374	1231.5	143.667	1.54877
egh-PB	1374	1231.5	143.667	1.54877
egh-PD	1374	1231.5	143.667	1.54877
Seipin-PA	1113	970.497	30	0.410385
brv3-PC	2253	2110.5	70	0.440329
brv3-PB	2160	2017.5	0	0
Tsp3A-PA	915	772.497	10	0.171857
Tsp3A-PB	915	772.497	10	0.171857
eIF3g1-PA	810	667.497	1548	30.7883
Smyd3-PB	1407	1264.5	91	0.955406
Klp3A-PA	3639	3496.5	53	0.201237
Klp3A-PB	3639	3496.5	53	0.201237
CG13760-PC	723	580.497	13.8464	0.316665
CG13760-PD	669	526.497	23.1536	0.583831
Vha36-3-PB	750	607.497	71.5	1.56252
Vha36-3-PC	750	607.497	71.5	1.56252
boi-PB	2997	2854.5	0	0
boi-PA	1644	1501.5	20	0.176836
boi-PE	2997	2854.5	0	0
boi-PF	2997	2854.5	0	0
boi-PG	3318	3175.5	0	0
tko-PB	423	280.906	76	3.59185
tko-PC	465	322.6	0	0
gt-PB	1347	1204.5	9	0.0991976
CG32797-PA	609	466.497	1	0.0284587
CG12496-PA	1062	919.497	0	0
sgg-PD	3204	3061.5	189.555	0.821989
sgg-PH	1545	1402.5	59.6407	0.564554
sgg-PI	1545	1402.5	59.6407	0.564554
sgg-PJ	1728	1585.5	0	0
sgg-PG	1491	1348.5	66.12	0.650949
sgg-PK	1251	1108.5	63.5355	0.760933
sgg-PB	1545	1402.5	59.6407	0.564554
sgg-PA	1728	1585.5	0	0
sgg-PE	1545	1402.5	59.6407	0.564554
sgg-PF	1545	1402.5	59.6407	0.564554
sgg-PC	1545	1402.5	59.6407	0.564554
sgg-PM	2319	2176.5	165.251	1.00798
sgg-PN	1251	1108.5	63.5355	0.760933
sgg-PO	1326	1183.5	0	0
sgg-PP	3381	3238.5	124.158	0.508976
sgg-PQ	3507	3364.5	0	0
sgg-PR	1794	1651.5	0	0
per-PA	3657	3514.5	32	0.120879
per-PB	3657	3514.5	32	0.120879
CG2662-PA	1341	1198.5	23.5	0.260313
CG2662-PB	1341	1198.5	23.5	0.260313
eIF2Bbeta-PA	1059	916.497	390	5.64934
CG2681-PA	1881	1738.5	2	0.0152729
CG2694-PA	2478	2335.5	0	0
CG2694-PB	2022	1879.5	41.3859	0.292331
CG2694-PD	2469	2326.5	15.6141	0.0891001
fs(1)Yb-PA	3129	2986.5	25	0.111133
fs(1)Ya-PA	2091	1948.5	103	0.701781
dwg-PA	1779	1636.5	78	0.632767
CG2712-PA	1506	1363.5	57	0.55499
CG12498-PA	786	643.497	10	0.206309
w-PA	2064	1921.5	9	0.0621824
CG32795-PA	1164	1021.5	57.2	0.743401
CG32795-PB	1164	1021.5	57.2	0.743401
CG32795-PC	1164	1021.5	57.2	0.743401
CG32795-PD	1164	1021.5	57.2	0.743401
CG32795-PE	1164	1021.5	57.2	0.743401
Syx4-PA	1002	859.497	3.76973	0.0582277
Syx4-PB	774	631.497	2.23027	0.0468869
crm-PB	2949	2806.5	43.5	0.205773
crm-PA	2949	2806.5	43.5	0.205773
CG2701-PA	2208	2065.5	626	4.02359
CG2685-PA	1659	1516.5	236	2.06602
CG2680-PB	918	775.497	3	0.0513577
Ugalt-PA	1074	931.497	523.849	7.46602
Ugalt-PB	1107	964.497	190.302	2.61942
Ugalt-PC	1074	931.497	523.849	7.46602
Spg7-PA	2460	2317.5	91	0.521299
Spg7-PC	2460	2317.5	91	0.521299
dyw-PA	783	640.497	1	0.0207275
CG2652-PA	708	565.497	12	0.281718
HLH3B-PA	1131	988.497	0	0
N-PA	8112	7969.5	5	0.0083292
N-PB	8112	7969.5	5	0.0083292
CG3939-PA	408	266.098	151.5	7.55849
CG3939-PB	408	266.098	151.5	7.55849
dnc-PA	2106	1963.5	0	0
dnc-PE	1929	1786.5	0	0
dnc-PN	2952	2809.5	49.3954	0.233411
dnc-PG	2445	2302.5	0	0
dnc-PF	1989	1846.5	7.61268	0.0547335
dnc-PL	1566	1423.5	2.45219e-08	2.28697e-10
dnc-PB	3630	3487.5	17.8555	0.0679707
dnc-PI	3213	3070.5	0	0
dnc-PC	3174	3031.5	0	0
dnc-PJ	3213	3070.5	0	0
dnc-PD	3207	3064.5	40.4313	0.175155
dnc-PP	1929	1786.5	0	0
dnc-PQ	2112	1969.5	6.92487	0.0466789
dnc-PR	2112	1969.5	6.92487	0.0466789
dnc-PS	3630	3487.5	17.8555	0.0679707
dnc-PT	2148	2005.5	0	0
dnc-PU	2148	2005.5	0	0
ng1-PA	324	184.404	0	0
Sgs4-PC	864	721.497	0	0
CG10801-PA	1677	1534.5	0	0
CG10801-PB	1584	1441.5	5	0.046049
CG12206-PA	1749	1606.5	6	0.0495833
CG12206-PB	1749	1606.5	6	0.0495833
CG12206-PC	1749	1606.5	6	0.0495833
CG16781-PA	1152	1009.5	12.9988	0.170947
CG16781-PB	1161	1018.5	0.00119677	1.55997e-05
CG16782-PA	603	460.497	54	1.55679
CG14269-PA	573	430.497	12.5	0.385482
CG14269-PB	573	430.497	12.5	0.385482
CG12535-PB	618	475.497	3	0.0837602
CG12535-PF	618	475.497	3	0.0837602
CG12535-PC	618	475.497	3	0.0837602
CG12535-PD	618	475.497	3	0.0837602
CG12535-PE	618	475.497	3	0.0837602
CG10793-PA	1440	1297.5	3	0.0306958
Pig1-PB	519	376.497	0	0
ng4-PA	174	57.9336	0	0
ng3-PB	441	298.79	1	0.0444322
ng2-PA	339	198.921	0	0
CG14265-PB	360	219.216	0	0
Fcp3C-PA	849	706.497	5	0.0939559
CG18508-PA	300	161.829	114	9.35218
CG18508-PB	300	161.829	114	9.35218
CG3526-PA	690	547.497	0	0
CG3526-PC	666	523.497	1	0.02536
CG32793-PA	2481	2338.5	0	0
CG3592-PA	750	607.497	1	0.0218535
CG3598-PA	819	676.497	0	0
CG14420-PA	882	739.497	0	0
CG14421-PA	717	574.497	2	0.0462175
CG14422-PA	885	742.497	0	0
CG14423-PA	918	775.497	0	0
CG17959-PA	447	304.79	0	0
CG3603-PA	750	607.497	72	1.57345
CG3603-PB	750	607.497	72	1.57345
kirre-PB	2871	2728.5	0	0
kirre-PA	2871	2728.5	0	0
kirre-PC	2871	2728.5	0	0
kirre-PD	2871	2728.5	0	0
kirre-PE	2871	2728.5	0	0
kirre-PF	2871	2728.5	0	0
kirre-PG	2871	2728.5	0	0
CG4116-PA	795	652.497	0	0
CG4116-PB	702	559.497	0	0
rst-PA	2295	2152.5	3	0.018503
rst-PB	2295	2152.5	3	0.018503
CG14424-PA	792	649.497	0	0
CG14419-PA	588	445.497	0	0
CG14418-PA	984	841.497	0	0
CG14418-PB	855	712.497	0	0
CG14417-PA	993	850.497	0	0
CG14416-PA	777	634.497	0	0
CG10802-PA	1311	1168.5	242	2.74949
CG10802-PB	1239	1096.5	0	0
CG10803-PA	1914	1771.5	47.8178	0.358355
CG10803-PB	1725	1582.5	0.206735	0.00173435
CG10803-PC	1725	1582.5	0.206735	0.00173435
CG10803-PD	1725	1582.5	0.206735	0.00173435
CG10803-PE	1854	1711.5	34.562	0.268094
CG13021-PA	333	193.119	2.5	0.171862
CG13021-PB	333	193.119	2.5	0.171862
