target_id	length	eff_length	est_counts	tpm
RpL22-PA	900	760.226	907.431	10.9802
CG13361-PA	1437	1297.23	28	0.198556
CG13362-PA	969	829.226	168	1.86371
Hmt4-20-PA	3903	3763.23	100	0.244445
Hmt4-20-PB	3903	3763.23	100	0.244445
RpL36-PA	348	208.982	462.8	20.3716
RpL36-PB	348	208.982	462.8	20.3716
RpL36-PD	348	208.982	462.8	20.3716
RpL36-PC	348	208.982	462.8	20.3716
RpL36-PE	348	208.982	462.8	20.3716
CG13364-PA	195	68.2931	197	26.5357
CG13365-PA	345	205.982	6	0.267956
spdi-PA	2853	2713.23	0	0
spdi-PB	3285	3145.23	57.3742	0.167805
spdi-PC	3285	3145.23	57.3742	0.167805
spdi-PD	2850	2710.23	5.50736	0.018693
spdi-PE	2853	2713.23	0	0
spdi-PF	3285	3145.23	57.3742	0.167805
spdi-PG	2829	2689.23	22.3702	0.0765214
CG14634-PB	282	144.738	0	0
CG11664-PA	765	625.226	809	11.9029
CG11663-PA	459	319.258	0	0
CG11663-PB	459	319.258	0	0
MED22-PA	432	292.379	61	1.91922
CG32815-PC	1149	1009.23	0	0
CG32815-PD	1149	1009.23	0	0
TRAM-PB	1107	967.226	174.4	1.65867
TRAM-PA	1107	967.226	174.4	1.65867
TRAM-PC	1107	967.226	174.4	1.65867
TRAM-PD	1107	967.226	174.4	1.65867
TRAM-PE	1107	967.226	174.4	1.65867
mus81-PA	1281	1141.23	9	0.0725457
CG18823-PA	321	182.308	0	0
CG14631-PA	399	259.458	0	0
CG3021-PA	1170	1030.23	181	1.61617
CG14629-PA	960	820.226	0	0
CG14628-PA	426	286.379	1	0.0321218
CG3655-PA	1692	1552.23	2.33333	0.0138281
CG3655-PB	1692	1552.23	2.33333	0.0138281
CG3655-PC	1791	1651.23	0	0
CG3655-PD	1692	1552.23	2.33333	0.0138281
Cdc45-PA	1728	1588.23	9	0.052128
CG11638-PA	1164	1024.23	0	0
TfIIA-S-2-PA	324	185.253	0	0
CG3690-PA	1677	1537.23	0.5	0.00299208
CG3690-PB	1677	1537.23	0.5	0.00299208
CG3699-PA	756	616.226	0	0
CG3703-PA	2136	1996.23	0	0
CG3704-PA	1149	1009.23	25	0.227873
CG3706-PA	1335	1195.23	0	0
CG3708-PB	1089	949.226	0	0
CG3713-PA	252	116.785	0	0
CG3713-PB	252	116.785	0	0
CG32814-PB	735	595.226	0	0
CG11378-PA	939	799.226	0	0
CG11378-PB	939	799.226	0	0
CG11378-PC	939	799.226	0	0
CG11379-PA	606	466.226	0	0
CG11379-PB	606	466.226	0	0
CG14627-PA	813	673.226	1	0.0136641
CG14627-PB	813	673.226	1	0.0136641
CG14626-PA	1029	889.226	0	0
CG11380-PA	1710	1570.23	0	0
CG11380-PB	1710	1570.23	0	0
CG14625-PB	2271	2131.23	0	0
CG11381-PA	1311	1171.23	0	0
CG14624-PA	693	553.226	0	0
CG11382-PB	1518	1378.23	0	0
CG11382-PC	1518	1378.23	0	0
CG32812-PA	678	538.226	0	0
CG32812-PB	678	538.226	0	0
fs(1)N-PA	6357	6217.23	3	0.0044388
Naa30A-PA	1134	994.226	61	0.564398
Naa30A-PD	1077	937.226	0	0
Tsp2A-PA	735	595.226	0	0
Tsp2A-PB	735	595.226	0	0
CG11417-PA	2316	2176.23	70	0.295893
CG14770-PA	456	316.258	0	0
ssx-PB	1332	1192.23	22.8631	0.176408
ssx-PC	504	364.226	0	0
ssx-PD	1458	1318.23	170.274	1.18823
ssx-PE	1332	1192.23	22.8631	0.176408
AMPKalpha-PA	1749	1609.23	12	0.068597
AMPKalpha-PB	1749	1609.23	12	0.068597
AMPKalpha-PC	1749	1609.23	12	0.068597
CG32813-PD	1719	1579.23	0	0
CG32813-PB	1719	1579.23	0	0
CG32813-PL	1719	1579.23	0	0
CG32813-PM	1719	1579.23	0	0
CG32813-PN	1719	1579.23	0	0
CG32813-PH	1746	1606.23	0	0
CG32813-PI	1719	1579.23	0	0
CG32813-PJ	1719	1579.23	0	0
CG32813-PK	1719	1579.23	0	0
CG32813-PO	2100	1960.23	20	0.0938566
Rilpl-PA	1332	1192.23	0	0
Rilpl-PB	1347	1207.23	0	0
Rilpl-PC	1461	1321.23	103	0.717135
Lrpprc2-PA	3219	3079.23	26	0.0776735
CG14785-PA	1413	1273.23	0	0
CG3719-PA	483	343.226	25	0.67004
png-PA	876	736.226	0	0
CG12773-PA	2139	1999.23	4.97903	0.0229099
CG12773-PC	2139	1999.23	4.97903	0.0229099
CG12773-PB	2136	1996.23	28.0419	0.129223
MTPAP-PA	1839	1699.23	6.11861	0.033124
MTPAP-PB	867	727.226	1.76278	0.0222981
MTPAP-PC	1839	1699.23	6.11861	0.033124
CG11409-PB	3840	3700.23	8.5	0.0211316
CG11409-PC	3840	3700.23	8.5	0.0211316
DAAM-PB	3462	3322.23	0	0
DAAM-PA	3345	3205.23	0	0
DAAM-PG	3462	3322.23	0	0
DAAM-PE	3462	3322.23	0	0
DAAM-PF	3462	3322.23	0	0
DAAM-PD	4392	4252.23	8	0.0173067
CG32811-PB	234	100.551	0	0
Atf3-PA	1842	1702.23	0	0
Atf3-PB	2067	1927.23	19	0.0906905
Atf3-PC	1842	1702.23	0	0
CG11403-PA	2586	2446.23	7	0.0263234
CG11398-PA	990	850.226	6	0.0649169
CG11398-PD	990	850.226	6	0.0649169
CG11384-PA	1767	1627.23	0	0
eIF4E7-PA	1290	1150.23	0	0
CG14777-PB	591	451.226	3	0.0611601
CG14777-PD	591	451.226	3	0.0611601
CG14777-PE	591	451.226	3	0.0611601
CG14777-PC	591	451.226	3	0.0611601
CG14777-PF	591	451.226	3	0.0611601
CG14778-PA	561	421.226	1	0.0218387
CG14780-PA	909	769.226	0	0
rush-PA	951	811.226	8	0.0907171
rush-PB	951	811.226	8	0.0907171
inc-PB	636	496.226	19	0.352221
inc-PD	636	496.226	19	0.352221
inc-PC	636	496.226	19	0.352221
dor-PA	3009	2869.23	200	0.641219
hfw-PA	1836	1696.23	279	1.51308
hfw-PB	1836	1696.23	279	1.51308
CG14797-PB	591	451.226	0	0
CG14797-PC	666	526.226	0	0
b6-PA	1677	1537.23	0	0
Scgdelta-PA	1215	1075.23	0.75	0.00641656
Scgdelta-PC	1215	1075.23	0.75	0.00641656
Scgdelta-PD	1215	1075.23	0.75	0.00641656
Scgdelta-PE	1215	1075.23	0.75	0.00641656
CG3795-PA	918	778.226	0	0
CG3795-PB	918	778.226	0	0
a6-PA	1230	1090.23	0	0
a6-PB	1230	1090.23	0	0
a6-PC	1230	1090.23	0	0
CG3740-PA	423	283.379	15	0.486928
Mur2B-PA	5388	5248.23	61.606	0.107982
Mur2B-PC	5388	5248.23	61.606	0.107982
Mur2B-PB	3435	3295.23	1033.79	2.88594
CG14795-PB	351	211.918	0	0
sta-PA	813	673.226	277.25	3.78836
sta-PB	813	673.226	277.25	3.78836
sta-PE	813	673.226	277.25	3.78836
sta-PF	813	673.226	277.25	3.78836
Rab27-PB	711	571.226	0	0
Rab27-PC	693	553.226	0	0
CG32808-PA	855	715.226	0	0
O-fut2-PA	1473	1333.23	19	0.131096
CG14787-PA	783	643.226	0	0
CG32806-PA	618	478.226	0	0
MED18-PA	654	514.226	24.8387	0.44434
MED18-PC	153	38.0658	22.1613	5.35551
CG14803-PA	3309	3169.23	0.198944	0.000577457
CG14803-PB	3294	3154.23	46.8011	0.136491
Vps26-PA	1437	1297.23	302	2.14157
CG14805-PA	1521	1381.23	153	1.01898
Coa8-PA	531	391.226	29	0.681885
Coa8-PB	531	391.226	29	0.681885
mRpL16-PA	732	592.226	48.5	0.753347
mRpL16-PB	732	592.226	48.5	0.753347
mip130-PA	2961	2821.23	90	0.293458
Rbcn-3B-PA	4578	4438.23	117	0.242503
Rbcn-3B-PB	4578	4438.23	117	0.242503
Ocrl-PA	2553	2413.23	23.5	0.0895799
Ocrl-PB	2553	2413.23	23.5	0.0895799
CG11596-PB	1206	1066.23	26.1793	0.225866
CG11596-PC	1371	1231.23	7.46192	0.0557511
CG11596-PA	1320	1180.23	5.25517e-05	4.09602e-07
CG11596-PD	1206	1066.23	26.1793	0.225866
CG11596-PE	1206	1066.23	26.1793	0.225866
CG3587-PA	900	760.226	30	0.363011
CG4194-PA	795	655.226	4	0.0561578
Rtca-PA	1086	946.226	7	0.0680525
Rtca-PB	1086	946.226	7	0.0680525
CG4045-PA	771	631.226	47	0.684942
CG4199-PC	1782	1642.23	5.5	0.0308085
CG4199-PD	1782	1642.23	5.5	0.0308085
CG4199-PB	1782	1642.23	5.5	0.0308085
CG4199-PA	1659	1519.23	0	0
CG4199-PG	1782	1642.23	5.5	0.0308085
CG4199-PH	1782	1642.23	5.5	0.0308085
CG4199-PI	1782	1642.23	5.5	0.0308085
CG14054-PA	618	478.226	0	0
CG4281-PA	2091	1951.23	184	0.867463
Sik2-PA	4197	4057.23	27	0.0612175
moody-PA	2013	1873.23	21.7119	0.106623
moody-PB	2013	1873.23	21.7119	0.106623
moody-PC	1902	1762.23	4.57615	0.023888
moody-PD	1902	1762.23	4.57615	0.023888
moody-PE	2013	1873.23	21.7119	0.106623
moody-PF	2013	1873.23	21.7119	0.106623
CG4325-PA	477	337.226	19.5	0.53193
CG4325-PB	477	337.226	19.5	0.53193
Actn-PC	2754	2614.23	28.4795	0.100215
Actn-PB	2688	2548.23	4.08454	0.014745
Actn-PA	2688	2548.23	20.4625	0.073869
Actn-PD	2688	2548.23	4.08454	0.014745
Actn-PF	2694	2554.23	1.36569	0.00491851
Actn-PG	2754	2614.23	28.4795	0.100215
Actn-PH	2754	2614.23	28.4795	0.100215
Actn-PI	2688	2548.23	4.08454	0.014745
Actn-PJ	2754	2614.23	28.4795	0.100215
usp-PA	1527	1387.23	7.5	0.0497342
usp-PB	1527	1387.23	7.5	0.0497342
PIG-K-PA	1068	928.226	216	2.14063
CG3857-PA	1464	1324.23	34	0.236188
eIF2Bepsilon-PA	2010	1870.23	42.5	0.209043
eIF2Bepsilon-PB	2010	1870.23	42.5	0.209043
Edem1-PC	2949	2809.23	278.474	0.911883
Edem1-PB	2949	2809.23	278.474	0.911883
Edem1-PA	2949	2809.23	278.474	0.911883
Edem1-PE	3015	2875.23	267.104	0.854572
Edem1-PD	2949	2809.23	278.474	0.911883
CG32801-PA	477	337.226	0	0
trr-PC	7233	7093.23	98.9962	0.128385
trr-PD	7296	7156.23	0.00376262	4.83668e-06
CG14818-PA	291	153.286	28	1.68033
CG14818-PB	291	153.286	28	1.68033
CG14817-PA	321	182.308	27	1.36239
CG14817-PB	321	182.308	27	1.36239
Pgam5-PA	870	730.226	48	0.604679
Pgam5-PB	867	727.226	0	0
Pex5-PA	1845	1705.23	44	0.237362
Pex5-PB	1680	1540.23	0	0
Gcna-PB	3159	3019.23	0	0
Gcna-PA	3093	2953.23	1.5	0.00467235
Gcna-PD	3093	2953.23	1.5	0.00467235
deltaCOP-PA	1599	1459.23	0.108647	0.000684912
deltaCOP-PB	1596	1456.23	604.891	3.82111
Lamtor5-PA	303	164.935	7.5	0.418302
Lamtor5-PB	303	164.935	7.5	0.418302
CG14811-PB	714	574.226	1	0.0160198
CG4025-PA	741	601.226	20	0.306008
Unc-76-PB	1425	1285.23	3.33333	0.0238583
Unc-76-PA	1425	1285.23	3.33333	0.0238583
Unc-76-PC	1425	1285.23	3.33333	0.0238583
Unc-76-PD	870	730.226	0	0
csw-PA	2526	2386.23	96.3856	0.371571
csw-PB	2838	2698.23	123.628	0.421481
csw-PC	2049	1909.23	0	0
csw-PD	2685	2545.23	2.98666	0.0107944
D2hgdh-PB	1602	1462.23	18.6667	0.117434
D2hgdh-PC	1602	1462.23	18.6667	0.117434
D2hgdh-PA	1602	1462.23	18.6667	0.117434
Pgd-PA	1446	1306.23	23.5	0.165497
Pgd-PB	1446	1306.23	23.5	0.165497
CG3630-PA	1116	976.226	0	0
CG3630-PB	1044	904.226	6	0.0610401
CG3630-PC	1116	976.226	0	0
CG3630-PD	1116	976.226	0	0
ND-B14.5A-PA	312	173.593	50.5	2.67608
ND-B14.5A-PB	312	173.593	50.5	2.67608
Cyp4d2-PA	1506	1366.23	4	0.0269326
Cyp4d2-PB	1506	1366.23	4	0.0269326
Cyp4ae1-PA	1491	1351.23	4	0.0272316
pn-PA	1218	1078.23	30	0.255948
CG17776-PA	213	82.7404	5.5	0.611485
CG17776-PB	213	82.7404	5.5	0.611485
CG17777-PB	333	194.12	0	0
CG17777-PC	333	194.12	0	0
CG3457-PA	579	439.226	0	0
CG3457-PB	579	439.226	0	0
Mct1-PA	1881	1741.23	0	0
Mct1-PB	1881	1741.23	0	0
CG14052-PB	492	352.226	0	0
pcx-PE	10254	10114.2	30.9867	0.0281827
pcx-PF	10242	10102.2	121.507	0.110643
pcx-PC	10242	10102.2	121.507	0.110643
fs(1)K10-PA	1392	1252.23	148	1.08723
Or2a-PA	1194	1054.23	3	0.0261775
CG3071-PA	1608	1468.23	47	0.294473
CG2854-PA	1476	1336.23	0	0
Raf-PA	2220	2080.23	32.5	0.143719
Raf-PE	2220	2080.23	32.5	0.143719
CG2841-PB	3705	3565.23	211.8	0.546487
CG2841-PC	3705	3565.23	211.8	0.546487
CG2841-PA	3705	3565.23	211.8	0.546487
CG2841-PD	3705	3565.23	211.8	0.546487
CG2841-PE	3705	3565.23	211.8	0.546487
CG2841-PF	3720	3580.23	0.00024222	6.22358e-07
mRpL14-PA	486	346.226	7.5	0.19927
mRpL14-PB	486	346.226	7.5	0.19927
Ilp6-PA	324	185.253	0	0
Ilp6-PB	324	185.253	0	0
Ilp6-PC	324	185.253	0	0
Ilp6-PD	324	185.253	0	0
CG14050-PA	780	640.226	0	0
CG14050-PB	780	640.226	0	0
CG2865-PA	1305	1165.23	39	0.30789
CG2865-PB	1305	1165.23	39	0.30789
CG2918-PA	2772	2632.23	9907.5	34.6244
CG2918-PB	2772	2632.23	9907.5	34.6244
CG2924-PA	1194	1054.23	37.25	0.325037
CG2924-PE	1194	1054.23	37.25	0.325037
CG2924-PB	1194	1054.23	37.25	0.325037
CG2924-PD	1194	1054.23	37.25	0.325037
temp-PA	1197	1057.23	9	0.0783097
temp-PB	1197	1057.23	9	0.0783097
CG3078-PA	2232	2092.23	0	0
CG3078-PB	2235	2095.23	0	0
CG3078-PC	2250	2110.23	0	0
CG3078-PD	2298	2158.23	0	0
CG3191-PA	930	790.226	2	0.023282
CG3191-PC	930	790.226	2	0.023282
crn-PA	2109	1969.23	56	0.261597
kz-PA	3579	3439.23	40.5	0.108327
kz-PB	3579	3439.23	40.5	0.108327
Vinc-PA	2886	2746.23	12.6667	0.0424294
Vinc-PB	2886	2746.23	12.6667	0.0424294
Vinc-PC	2886	2746.23	12.6667	0.0424294
FarO-PA	1515	1375.23	2	0.0133782
CG14053-PA	693	553.226	0	0
CG14053-PB	693	553.226	0	0
Nmd3-PA	1566	1426.23	194	1.25128
Cyp4d14-PA	1524	1384.23	6	0.0398736
Cyp4d14-PB	1533	1393.23	0	0
Cyp4d1-PB	1512	1372.23	2	0.0134074
Cyp4d1-PA	1539	1399.23	0	0
wapl-PA	5226	5086.23	11.7555	0.0212612
wapl-PB	3279	3139.23	54.4889	0.159671
wapl-PC	5226	5086.23	11.7555	0.0212612
bcn92-PA	279	141.897	53	3.43591
ph-p-PA	4770	4630.23	63.5148	0.126187
ph-p-PB	4041	3901.23	5.30894	0.0125184
ph-p-PC	4041	3901.23	5.30894	0.0125184
ph-p-PD	4041	3901.23	5.30894	0.0125184
ph-d-PA	4614	4474.23	62.5584	0.12862
ph-d-PB	4080	3940.23	0	0
CG16903-PA	1683	1543.23	42	0.250358
AANATL7-PA	687	547.226	365.25	6.13994
AANATL7-PB	687	547.226	365.25	6.13994
AANATL7-PC	687	547.226	365.25	6.13994
AANATL7-PD	687	547.226	365.25	6.13994
wds-PA	1086	946.226	40.5	0.393732
wds-PB	1086	946.226	40.5	0.393732
egh-PC	1374	1234.23	105.333	0.785077
egh-PB	1374	1234.23	105.333	0.785077
egh-PD	1374	1234.23	105.333	0.785077
Seipin-PA	1113	973.226	3	0.0283562
brv3-PC	2253	2113.23	0	0
brv3-PB	2160	2020.23	2	0.00910691
Tsp3A-PA	915	775.226	4	0.0474649
Tsp3A-PB	915	775.226	4	0.0474649
eIF3g1-PA	810	670.226	382	5.24304
Smyd3-PB	1407	1267.23	16	0.116147
Klp3A-PA	3639	3499.23	9.5	0.0249743
Klp3A-PB	3639	3499.23	9.5	0.0249743
CG13760-PC	723	583.226	18.0994	0.285475
CG13760-PD	669	529.226	2.90062	0.0504185
Vha36-3-PB	750	610.226	16.5276	0.249149
Vha36-3-PC	750	610.226	16.5276	0.249149
boi-PB	2997	2857.23	0	0
boi-PA	1644	1504.23	0	0
boi-PE	2997	2857.23	0	0
boi-PF	2997	2857.23	0	0
boi-PG	3318	3178.23	0	0
tko-PB	423	283.379	10.5911	0.343806
tko-PC	465	325.226	8.40891	0.237846
gt-PB	1347	1207.23	5	0.0380998
CG32797-PA	609	469.226	0	0
CG12496-PA	1062	922.226	0	0
sgg-PD	3204	3064.23	217.106	0.651766
sgg-PH	1545	1405.23	15.2552	0.0998648
sgg-PI	1545	1405.23	15.2552	0.0998648
sgg-PJ	1728	1588.23	0	0
sgg-PG	1491	1351.23	474.903	3.23309
sgg-PK	1251	1111.23	0	0
sgg-PB	1545	1405.23	15.2552	0.0998648
sgg-PA	1728	1588.23	0	0
sgg-PE	1545	1405.23	15.2552	0.0998648
sgg-PF	1545	1405.23	15.2552	0.0998648
sgg-PC	1545	1405.23	15.2552	0.0998648
sgg-PM	2319	2179.23	5.34877	0.0225784
sgg-PN	1251	1111.23	0	0
sgg-PO	1326	1186.23	0	0
sgg-PP	3381	3241.23	39.4143	0.111863
sgg-PQ	3507	3367.23	0	0
sgg-PR	1794	1654.23	29.6966	0.16514
per-PA	3657	3517.23	2.5	0.00653854
per-PB	3657	3517.23	2.5	0.00653854
CG2662-PA	1341	1201.23	7	0.0536061
CG2662-PB	1341	1201.23	7	0.0536061
eIF2Bbeta-PA	1059	919.226	135	1.35099
CG2681-PA	1881	1741.23	1	0.00528306
CG2694-PA	2478	2338.23	10.2554	0.0403465
CG2694-PB	2022	1882.23	64.7446	0.316426
CG2694-PD	2469	2329.23	0	0
fs(1)Yb-PA	3129	2989.23	0	0
fs(1)Ya-PA	2091	1951.23	0	0
dwg-PA	1779	1639.23	14	0.0785652
CG2712-PA	1506	1366.23	27	0.181795
CG12498-PA	786	646.226	0	0
w-PA	2064	1924.23	0	0
CG32795-PA	1164	1024.23	47.4	0.425719
CG32795-PB	1164	1024.23	47.4	0.425719
CG32795-PC	1164	1024.23	47.4	0.425719
CG32795-PD	1164	1024.23	47.4	0.425719
CG32795-PE	1164	1024.23	47.4	0.425719
Syx4-PA	1002	862.226	22.6902	0.242079
Syx4-PB	774	634.226	3.30984	0.048007
crm-PB	2949	2809.23	9	0.0294711
crm-PA	2949	2809.23	9	0.0294711
CG2701-PA	2208	2068.23	65	0.289105
CG2685-PA	1659	1519.23	53	0.320918
CG2680-PB	918	778.226	0	0
Ugalt-PA	1074	934.226	172.891	1.70239
Ugalt-PB	1107	967.226	3.21897	0.0306147
Ugalt-PC	1074	934.226	172.891	1.70239
Spg7-PA	2460	2320.23	15.5	0.0614529
Spg7-PC	2460	2320.23	15.5	0.0614529
dyw-PA	783	643.226	0	0
CG2652-PA	708	568.226	0	0
HLH3B-PA	1131	991.226	0	0
N-PA	8112	7972.23	1.50581	0.00173753
N-PB	8112	7972.23	1.50581	0.00173753
CG3939-PA	408	268.379	10.5	0.3599
CG3939-PB	408	268.379	10.5	0.3599
dnc-PA	2106	1966.23	24.9565	0.116759
dnc-PE	1929	1789.23	0	0
dnc-PN	2952	2812.23	18.2612	0.0597338
dnc-PG	2445	2305.23	0	0
dnc-PF	1989	1849.23	8.74336	0.043494
dnc-PL	1566	1426.23	48.7454	0.314402
dnc-PB	3630	3490.23	0	0
dnc-PI	3213	3073.23	0	0
dnc-PC	3174	3034.23	0	0
dnc-PJ	3213	3073.23	0	0
dnc-PD	3207	3067.23	23.7968	0.0713698
dnc-PP	1929	1789.23	0	0
dnc-PQ	2112	1972.23	0.748389	0.00349069
dnc-PR	2112	1972.23	0.748389	0.00349069
dnc-PS	3630	3490.23	0	0
dnc-PT	2148	2008.23	0	0
dnc-PU	2148	2008.23	0	0
ng1-PA	324	185.253	0	0
Sgs4-PC	864	724.226	0	0
CG10801-PA	1677	1537.23	0	0
CG10801-PB	1584	1444.23	0	0
CG12206-PA	1749	1609.23	0	0
CG12206-PB	1749	1609.23	0	0
CG12206-PC	1749	1609.23	0	0
CG16781-PA	1152	1012.23	0.999962	0.00908756
CG16781-PB	1161	1021.23	3.75931e-05	3.38631e-07
CG16782-PA	603	463.226	1	0.0198586
CG14269-PA	573	433.226	0	0
CG14269-PB	573	433.226	0	0
CG12535-PB	618	478.226	5.6	0.10772
CG12535-PF	618	478.226	5.6	0.10772
CG12535-PC	618	478.226	5.6	0.10772
CG12535-PD	618	478.226	5.6	0.10772
CG12535-PE	618	478.226	5.6	0.10772
CG10793-PA	1440	1300.23	0	0
Pig1-PB	519	379.226	0	0
ng4-PA	174	52.3804	0	0
ng3-PB	441	301.32	0	0
ng2-PA	339	200.022	0	0
CG14265-PB	360	220.723	0	0
Fcp3C-PA	849	709.226	2	0.025941
CG18508-PA	300	162.05	139	7.89056
CG18508-PB	300	162.05	139	7.89056
CG3526-PA	690	550.226	0	0
CG3526-PC	666	526.226	0	0
CG32793-PA	2481	2341.23	0	0
CG3592-PA	750	610.226	0	0
CG3598-PA	819	679.226	0	0
CG14420-PA	882	742.226	0	0
CG14421-PA	717	577.226	0	0
CG14422-PA	885	745.226	0	0
CG14423-PA	918	778.226	0	0
CG17959-PA	447	307.29	0	0
CG3603-PA	750	610.226	15	0.226121
CG3603-PB	750	610.226	15	0.226121
kirre-PB	2871	2731.23	0	0
kirre-PA	2871	2731.23	0	0
kirre-PC	2871	2731.23	0	0
kirre-PD	2871	2731.23	0	0
kirre-PE	2871	2731.23	0	0
kirre-PF	2871	2731.23	0	0
kirre-PG	2871	2731.23	0	0
CG4116-PA	795	655.226	0	0
CG4116-PB	702	562.226	0	0
rst-PA	2295	2155.23	0	0
rst-PB	2295	2155.23	0	0
CG14424-PA	792	652.226	0	0
CG14419-PA	588	448.226	0	0
CG14418-PA	984	844.226	0	0
CG14418-PB	855	715.226	0	0
CG14417-PA	993	853.226	0	0
CG14416-PA	777	637.226	0	0
CG10802-PA	1311	1171.23	234	1.83788
CG10802-PB	1239	1099.23	0	0
CG10803-PA	1914	1774.23	0	0
CG10803-PB	1725	1585.23	0	0
CG10803-PC	1725	1585.23	0	0
CG10803-PD	1725	1585.23	0	0
CG10803-PE	1854	1714.23	57	0.305878
CG13021-PA	333	194.12	1	0.0473883
CG13021-PB	333	194.12	1	0.0473883
ppk8-PG	1299	1159.23	1	0.00793547
ppk8-PH	1710	1570.23	0	0
Ilp7-PA	480	340.226	0	0
Mnt-PC	1749	1609.23	0	0
Mnt-PA	1749	1609.23	0	0
Mnt-PI	2373	2233.23	34.5681	0.142391
Mnt-PJ	1752	1612.23	0	0
Mnt-PD	2373	2233.23	77.2038	0.318014
Mnt-PE	1749	1609.23	0	0
Mnt-PF	2370	2230.23	76.0243	0.313577
Mnt-PG	1746	1606.23	0	0
Mnt-PH	2373	2233.23	77.2038	0.318014
Mnt-PK	2151	2011.23	0	0
Rala-PB	594	454.226	190.104	3.84999
Rala-PA	606	466.226	5.94815	0.117362
